year,month,rank_ILR_1,nstocks,ret_vw
1995,9,8,429,2.8952
1995,9,9,248,4.1062
1995,10,1,318,-6.3793
1995,10,2,535,-2.2801
1995,10,3,687,0.2603
1995,10,4,997,-2.6012
1995,10,5,494,-2.1132
1995,10,6,593,-7.0995
1995,10,7,473,-0.9153
1995,10,8,599,0.4152
1995,10,9,594,1.5623
1995,11,1,438,8.0794
1995,11,2,303,7.1172
1995,11,3,734,3.4920
1995,11,4,476,4.1139
1995,11,5,519,5.1661
1995,11,6,742,4.6078
1995,11,7,777,4.1357
1995,11,8,786,4.5263
1995,11,9,547,3.7229
1995,12,1,648,0.8780
1995,12,2,1073,1.1823
1995,12,3,565,2.4171
1995,12,4,505,2.0921
1995,12,5,826,3.2104
1995,12,6,628,0.8422
1995,12,7,369,-0.8778
1995,12,8,586,0.2632
1995,12,9,158,3.1683
1996,1,1,1061,2.3941
1996,1,2,467,1.7529
1996,1,3,587,-0.1467
1996,1,4,491,3.9486
1996,1,5,432,1.3017
1996,1,6,806,5.9100
1996,1,7,400,0.4162
1996,1,8,698,2.2729
1996,1,9,474,4.1823
1996,2,1,523,4.5850
1996,2,2,541,2.7994
1996,2,3,604,3.1972
1996,2,4,718,1.6582
1996,2,5,979,0.1945
1996,2,6,351,1.8447
1996,2,7,397,1.4278
1996,2,8,890,2.2262
1996,2,9,415,1.5292
1996,3,1,566,1.4946
1996,3,2,705,2.2702
1996,3,3,402,0.6476
1996,3,4,607,1.0019
1996,3,5,632,3.8644
1996,3,6,186,1.5113
1996,3,7,889,4.3495
1996,3,8,1181,2.9919
1996,3,9,284,-0.8813
1996,4,1,693,5.8049
1996,4,2,743,5.1161
1996,4,3,646,0.8612
1996,4,4,683,3.1674
1996,4,5,700,2.8510
1996,4,6,480,2.5738
1996,4,7,418,1.6995
1996,4,8,498,2.5272
1996,4,9,646,2.9698
1996,5,1,532,2.8632
1996,5,2,418,5.1361
1996,5,3,358,2.0448
1996,5,4,357,5.7333
1996,5,5,379,2.3315
1996,5,6,907,0.5669
1996,5,7,978,4.5073
1996,5,8,651,3.7941
1996,5,9,969,3.1901
1996,6,1,246,-3.0042
1996,6,2,676,-0.5145
1996,6,3,681,-3.0981
1996,6,4,952,-0.5151
1996,6,5,754,-0.6655
1996,6,6,596,-1.9483
1996,6,7,763,-4.7119
1996,6,8,649,1.4153
1996,6,9,292,2.1254
1996,7,1,783,-5.1835
1996,7,2,886,-7.9625
1996,7,3,853,-7.5607
1996,7,4,487,-8.4251
1996,7,5,442,-3.6635
1996,7,6,870,-5.9253
1996,7,7,537,-4.7821
1996,7,8,453,-4.3345
1996,7,9,330,-3.7064
1996,8,1,827,4.7381
1996,8,2,1192,3.6698
1996,8,3,918,3.4616
1996,8,4,569,3.9556
1996,8,5,615,3.7086
1996,8,6,709,3.3369
1996,8,7,398,2.6014
1996,8,8,286,3.4007
1996,8,9,151,0.7314
1996,9,1,441,4.9856
1996,9,2,329,6.4977
1996,9,3,828,4.6461
1996,9,4,653,6.2001
1996,9,5,838,3.1490
1996,9,6,403,3.7488
1996,9,7,741,5.9035
1996,9,8,803,4.0854
1996,9,9,659,4.7413
1996,10,1,476,0.0748
1996,10,2,253,0.3062
1996,10,3,820,0.3315
1996,10,4,561,-1.2004
1996,10,5,568,1.8072
1996,10,6,853,0.0446
1996,10,7,634,-0.2605
1996,10,8,582,-1.1376
1996,10,9,972,-0.5458
1996,11,1,983,4.9659
1996,11,2,642,3.3899
1996,11,3,263,6.9195
1996,11,4,1281,10.9947
1996,11,5,724,6.4225
1996,11,6,644,3.6945
1996,11,7,366,3.7670
1996,11,8,357,6.1806
1996,11,9,530,4.2577
1996,12,1,528,2.2898
1996,12,2,842,-0.3680
1996,12,3,398,0.2464
1996,12,4,546,-0.0366
1996,12,5,775,0.7952
1996,12,6,487,-3.4412
1996,12,7,526,-2.4074
1996,12,8,936,-0.4740
1996,12,9,799,0.4550
1997,1,1,615,6.8317
1997,1,2,787,3.5767
1997,1,3,898,3.2191
1997,1,4,758,2.8026
1997,1,5,774,1.9022
1997,1,6,507,6.1352
1997,1,7,766,5.7134
1997,1,8,684,4.5407
1997,1,9,62,4.9254
1997,2,1,442,6.9149
1997,2,2,1067,1.8272
1997,2,3,369,-1.1277
1997,2,4,759,0.6415
1997,2,5,606,-1.8600
1997,2,6,599,-0.2369
1997,2,7,529,0.9477
1997,2,8,708,-2.0832
1997,2,9,767,-2.5125
1997,3,1,1210,-5.2572
1997,3,2,832,-1.6646
1997,3,3,543,-2.5341
1997,3,4,850,-4.6838
1997,3,5,586,-3.2929
1997,3,6,501,-4.4126
1997,3,7,547,-5.5174
1997,3,8,384,-3.0228
1997,3,9,416,-7.8638
1997,4,1,577,0.3564
1997,4,2,1494,6.3583
1997,4,3,532,6.5308
1997,4,4,399,2.7768
1997,4,5,292,0.2475
1997,4,6,608,3.8924
1997,4,7,766,2.2269
1997,4,8,713,2.8069
1997,4,9,488,2.6226
1997,5,1,270,6.6614
1997,5,2,581,6.8053
1997,5,3,1252,7.7879
1997,5,4,514,7.1295
1997,5,5,428,5.4335
1997,5,6,951,8.8906
1997,5,7,547,5.8431
1997,5,8,499,6.8710
1997,5,9,833,8.3401
1997,6,1,493,2.3320
1997,6,2,319,4.1548
1997,6,3,334,5.7484
1997,6,4,898,5.1835
1997,6,5,380,4.2738
1997,6,6,794,2.7546
1997,6,7,472,3.3128
1997,6,8,875,3.8114
1997,6,9,1317,3.7398
1997,7,1,588,6.6827
1997,7,2,652,9.5868
1997,7,3,949,7.3724
1997,7,4,411,6.1113
1997,7,5,498,5.5016
1997,7,6,524,4.9248
1997,7,7,859,5.6083
1997,7,8,628,10.5101
1997,7,9,751,2.2629
1997,8,1,331,0.7130
1997,8,2,566,-5.0576
1997,8,3,834,-1.3163
1997,8,4,418,-3.6387
1997,8,5,627,-1.2985
1997,8,6,744,-3.1217
1997,8,7,491,-5.3116
1997,8,8,1174,-2.1593
1997,8,9,691,-3.5387
1997,9,1,395,5.5196
1997,9,2,459,5.3957
1997,9,3,413,2.1823
1997,9,4,813,2.4039
1997,9,5,1061,8.3764
1997,9,6,476,3.5630
1997,9,7,1053,4.3478
1997,9,8,530,4.6381
1997,9,9,669,5.2585
1997,10,1,220,-6.7185
1997,10,2,356,-4.7178
1997,10,3,1336,-6.6964
1997,10,4,849,-5.2649
1997,10,5,702,-6.3294
1997,10,6,853,-3.1520
1997,10,7,485,-3.4338
1997,10,8,517,-7.7510
1997,10,9,549,-2.0458
1997,11,1,645,-2.3873
1997,11,2,365,-0.1802
1997,11,3,750,0.0463
1997,11,4,588,1.7292
1997,11,5,328,4.8626
1997,11,6,434,1.9748
1997,11,7,973,1.1525
1997,11,8,1024,5.3976
1997,11,9,781,5.8318
1997,12,1,575,-2.7096
1997,12,2,318,3.1861
1997,12,3,783,0.6920
1997,12,4,602,-1.3640
1997,12,5,1029,0.1190
1997,12,6,948,-1.6108
1997,12,7,832,3.7373
1997,12,8,344,5.0116
1997,12,9,480,3.0267
1998,1,1,784,2.8465
1998,1,2,617,1.6467
1998,1,3,824,-1.5259
1998,1,4,852,0.0902
1998,1,5,445,-2.6454
1998,1,6,559,-1.0660
1998,1,7,767,3.1393
1998,1,8,643,-0.9578
1998,1,9,397,-4.7149
1998,2,1,280,7.9598
1998,2,2,634,7.4896
1998,2,3,443,6.7666
1998,2,4,580,5.4557
1998,2,5,743,6.3050
1998,2,6,376,10.6306
1998,2,7,842,8.2335
1998,2,8,638,5.3905
1998,2,9,1325,8.8875
1998,3,1,343,8.9672
1998,3,2,536,4.3680
1998,3,3,452,6.6373
1998,3,4,574,3.9441
1998,3,5,746,4.3845
1998,3,6,745,3.2371
1998,3,7,989,1.1020
1998,3,8,850,5.2156
1998,3,9,622,2.5096
1998,4,1,632,0.7430
1998,4,2,408,3.4324
1998,4,3,648,1.8551
1998,4,4,858,-0.4162
1998,4,5,584,1.9590
1998,4,6,400,-0.8702
1998,4,7,753,-1.0871
1998,4,8,1297,-1.3281
1998,4,9,254,1.6544
1998,5,1,218,-1.9102
1998,5,2,622,-1.5664
1998,5,3,428,-2.8945
1998,5,4,932,-0.7922
1998,5,5,1158,-3.4616
1998,5,6,694,-1.4473
1998,5,7,525,-2.1491
1998,5,8,426,-3.1099
1998,5,9,820,-9.5070
1998,6,1,695,-1.7780
1998,6,2,1114,1.2839
1998,6,3,858,1.1629
1998,6,4,624,-1.6465
1998,6,5,653,-0.3220
1998,6,6,669,2.0501
1998,6,7,345,-0.0927
1998,6,8,294,0.4152
1998,6,9,576,3.1550
1998,7,1,153,-4.7214
1998,7,2,385,-9.2692
1998,7,3,487,-6.5802
1998,7,4,634,-5.7932
1998,7,5,773,-5.5133
1998,7,6,481,-4.2287
1998,7,7,930,-1.1522
1998,7,8,524,-1.7129
1998,7,9,1361,-3.4893
1998,8,1,149,-14.5128
1998,8,2,443,-17.4035
1998,8,3,515,-17.4642
1998,8,4,804,-14.2326
1998,8,5,953,-14.3358
1998,8,6,537,-16.2950
1998,8,7,745,-13.7888
1998,8,8,815,-18.6076
1998,8,9,754,-13.1076
1998,9,1,377,15.2908
1998,9,2,583,4.9507
1998,9,3,435,2.1348
1998,9,4,836,2.6627
1998,9,5,1048,2.7401
1998,9,6,1025,7.4448
1998,9,7,685,7.6631
1998,9,8,486,3.7129
1998,9,9,211,1.8213
1998,10,1,249,11.1548
1998,10,2,359,13.7605
1998,10,3,714,7.3869
1998,10,4,416,8.3166
1998,10,5,409,16.0390
1998,10,6,760,9.9990
1998,10,7,933,6.8406
1998,10,8,724,4.5644
1998,10,9,1068,3.7620
1998,11,1,707,3.8728
1998,11,2,764,4.8450
1998,11,3,978,8.0582
1998,11,4,735,6.4891
1998,11,5,371,3.3374
1998,11,6,278,2.1975
1998,11,7,1034,7.3983
1998,11,8,475,5.0047
1998,11,9,213,3.3590
1998,12,1,187,-4.1318
1998,12,2,406,-3.1983
1998,12,3,818,2.4708
1998,12,4,644,8.1897
1998,12,5,435,2.9578
1998,12,6,423,1.7724
1998,12,7,1067,5.1129
1998,12,8,154,1.5168
1998,12,9,1387,9.0945
1999,1,1,118,-2.8653
1999,1,2,142,-4.2858
1999,1,3,572,-0.0182
1999,1,4,534,-1.0708
1999,1,5,565,3.0538
1999,1,6,784,-0.7101
1999,1,7,383,-2.4606
1999,1,8,1099,2.4916
1999,1,9,1282,12.8030
1999,2,1,212,-8.7758
1999,2,2,494,-4.9969
1999,2,3,277,-1.8559
1999,2,4,448,-4.9771
1999,2,5,606,1.7419
1999,2,6,524,-4.0224
1999,2,7,977,-3.7555
1999,2,8,584,-1.5108
1999,2,9,1300,-9.1512
1999,3,1,238,4.5578
1999,3,2,1054,2.9206
1999,3,3,899,1.7177
1999,3,4,530,2.2146
1999,3,5,611,0.5148
1999,3,6,461,1.5503
1999,3,7,689,2.0454
1999,3,8,567,2.2995
1999,3,9,343,0.8601
1999,4,1,213,8.0275
1999,4,2,464,11.1617
1999,4,3,415,17.6878
1999,4,4,484,10.6106
1999,4,5,486,9.3116
1999,4,6,872,9.4209
1999,4,7,616,10.7963
1999,4,8,912,3.0365
1999,4,9,873,5.7634
1999,5,1,1177,-1.5650
1999,5,2,788,-0.8432
1999,5,3,428,-0.8949
1999,5,4,644,-2.6773
1999,5,5,784,0.9083
1999,5,6,264,-1.0148
1999,5,7,475,-3.0345
1999,5,8,489,-1.9081
1999,5,9,262,-5.1550
1999,6,1,455,4.9190
1999,6,2,643,4.5211
1999,6,3,456,4.3657
1999,6,4,946,5.0173
1999,6,5,599,1.2827
1999,6,6,855,5.8708
1999,6,7,432,3.9518
1999,6,8,726,3.5113
1999,6,9,202,-0.7941
1999,7,1,374,-2.5007
1999,7,2,275,-6.6611
1999,7,3,589,-3.4581
1999,7,4,283,-1.6458
1999,7,5,754,-2.6557
1999,7,6,845,-7.5222
1999,7,7,158,-4.8028
1999,7,8,1306,-3.0325
1999,7,9,645,-2.2923
1999,8,1,293,-3.8146
1999,8,2,272,-6.1359
1999,8,3,1064,-2.1230
1999,8,4,600,-2.0729
1999,8,5,551,-0.7670
1999,8,6,602,-3.0656
1999,8,7,650,-3.0423
1999,8,8,368,-2.9971
1999,8,9,834,1.8018
1999,9,1,313,-1.9256
1999,9,2,459,-4.2340
1999,9,3,431,-5.9186
1999,9,4,845,-6.1297
1999,9,5,344,-4.4917
1999,9,6,605,-3.9128
1999,9,7,540,-3.1451
1999,9,8,860,-3.8637
1999,9,9,815,-0.6376
1999,10,1,187,11.5334
1999,10,2,421,-3.7000
1999,10,3,464,-2.6950
1999,10,4,368,-0.0501
1999,10,5,900,0.2876
1999,10,6,410,2.4218
1999,10,7,473,-4.7315
1999,10,8,1246,3.0185
1999,10,9,733,2.9624
1999,11,1,58,-0.3165
1999,11,2,549,3.7119
1999,11,3,576,2.3407
1999,11,4,461,0.7398
1999,11,5,435,0.8813
1999,11,6,993,3.8987
1999,11,7,1168,6.0326
1999,11,8,496,-3.5430
1999,11,9,474,-0.2466
1999,12,1,325,0.8053
1999,12,2,284,-0.1966
1999,12,3,276,9.2243
1999,12,4,361,10.7136
1999,12,5,631,1.3032
1999,12,6,549,1.9239
1999,12,7,645,-1.2051
1999,12,8,520,10.0778
1999,12,9,1608,18.4400
2000,1,1,261,-6.2662
2000,1,2,635,2.0728
2000,1,3,437,-5.0156
2000,1,4,325,-5.6174
2000,1,5,375,-9.4842
2000,1,6,556,-3.6442
2000,1,7,645,-4.9928
2000,1,8,716,-2.9222
2000,1,9,1235,4.6180
2000,2,1,432,-4.2159
2000,2,2,1258,0.3979
2000,2,3,256,-3.6045
2000,2,4,311,-5.4081
2000,2,5,536,-6.2559
2000,2,6,368,3.1088
2000,2,7,742,4.3130
2000,2,8,536,1.1212
2000,2,9,718,-1.0558
2000,3,1,395,8.1581
2000,3,2,207,8.9241
2000,3,3,506,9.8262
2000,3,4,234,10.9756
2000,3,5,726,10.0591
2000,3,6,444,3.4685
2000,3,7,803,2.9147
2000,3,8,422,1.1778
2000,3,9,1430,1.8591
2000,4,1,689,-6.2412
2000,4,2,1007,-1.9589
2000,4,3,634,0.7606
2000,4,4,520,0.5658
2000,4,5,626,-4.0916
2000,4,6,227,2.2062
2000,4,7,515,-3.7183
2000,4,8,576,0.1998
2000,4,9,381,6.9556
2000,5,1,1315,-10.0014
2000,5,2,674,-6.2008
2000,5,3,619,0.9608
2000,5,4,534,0.1173
2000,5,5,375,-5.0089
2000,5,6,357,1.3809
2000,5,7,340,0.8379
2000,5,8,653,0.5156
2000,5,9,324,-3.0534
2000,6,1,553,6.8505
2000,6,2,1606,7.7163
2000,6,3,372,-0.5518
2000,6,4,376,5.0506
2000,6,5,657,-2.9007
2000,6,6,323,-4.2579
2000,6,7,370,-3.2688
2000,6,8,580,0.4642
2000,6,9,345,1.6836
2000,7,1,209,5.7649
2000,7,2,350,1.8384
2000,7,3,364,-3.9087
2000,7,4,708,-0.4811
2000,7,5,362,1.2377
2000,7,6,554,0.9710
2000,7,7,377,-2.9426
2000,7,8,959,-0.1204
2000,7,9,1245,-2.2298
2000,8,1,901,9.4094
2000,8,2,730,6.8205
2000,8,3,651,12.4267
2000,8,4,1011,0.5702
2000,8,5,338,5.0190
2000,8,6,518,6.0734
2000,8,7,539,5.1997
2000,8,8,217,6.4016
2000,8,9,231,2.5878
2000,9,1,499,2.9471
2000,9,2,409,-4.1439
2000,9,3,448,3.3798
2000,9,4,370,-3.5449
2000,9,5,590,-5.2588
2000,9,6,699,-2.5203
2000,9,7,407,-1.0443
2000,9,8,1454,-7.7677
2000,9,9,284,-5.5975
2000,10,1,624,-6.8875
2000,10,2,315,-3.2103
2000,10,3,974,-8.5572
2000,10,4,490,4.9093
2000,10,5,889,3.0814
2000,10,6,270,2.7228
2000,10,7,715,4.5007
2000,10,8,581,1.2254
2000,10,9,271,4.6870
2000,11,1,218,-4.5045
2000,11,2,1383,-14.6338
2000,11,3,392,-14.0179
2000,11,4,1039,-1.8968
2000,11,5,666,-5.3233
2000,11,6,587,-2.5604
2000,11,7,413,1.7836
2000,11,8,276,-0.8322
2000,11,9,102,5.2099
2000,12,1,1312,-4.8740
2000,12,2,486,3.9276
2000,12,3,773,4.7675
2000,12,4,352,4.8145
2000,12,5,770,5.9230
2000,12,6,545,8.3693
2000,12,7,378,7.2817
2000,12,8,241,6.5504
2000,12,9,179,5.1588
2001,1,1,949,13.8722
2001,1,2,638,6.2542
2001,1,3,450,-1.5210
2001,1,4,620,2.9181
2001,1,5,677,3.7477
2001,1,6,623,-0.8022
2001,1,7,280,-0.7722
2001,1,8,539,-1.2832
2001,1,9,211,6.1339
2001,2,1,504,2.2430
2001,2,2,479,0.5412
2001,2,3,365,-0.7105
2001,2,4,400,-0.4525
2001,2,5,551,-1.6787
2001,2,6,175,-1.9041
2001,2,7,396,-8.0569
2001,2,8,690,-10.8724
2001,2,9,1367,-14.2173
2001,3,1,703,-14.1227
2001,3,2,1188,-6.7881
2001,3,3,1000,-7.9134
2001,3,4,206,-2.2325
2001,3,5,308,-3.6595
2001,3,6,746,-4.4142
2001,3,7,350,-5.0719
2001,3,8,239,-5.0832
2001,3,9,149,-4.1599
2001,4,1,958,13.9281
2001,4,2,929,10.3980
2001,4,3,458,10.6813
2001,4,4,422,7.2071
2001,4,5,491,4.2835
2001,4,6,297,5.4782
2001,4,7,713,6.1154
2001,4,8,298,5.2018
2001,4,9,279,4.5223
2001,5,1,122,5.2537
2001,5,2,406,4.8258
2001,5,3,275,5.8114
2001,5,4,785,1.6358
2001,5,5,426,1.4967
2001,5,6,390,0.8405
2001,5,7,714,2.0134
2001,5,8,449,1.3057
2001,5,9,1209,0.0754
2001,6,1,623,0.2050
2001,6,2,603,-3.3567
2001,6,3,484,-4.4076
2001,6,4,801,4.1456
2001,6,5,613,-4.5568
2001,6,6,501,-0.8267
2001,6,7,300,-3.1450
2001,6,8,588,-1.7985
2001,6,9,206,-0.3369
2001,7,1,291,-5.0116
2001,7,2,704,-4.0021
2001,7,3,315,0.6631
2001,7,4,630,1.8646
2001,7,5,760,-1.0930
2001,7,6,504,-2.5164
2001,7,7,224,-0.2076
2001,7,8,351,1.1713
2001,7,9,864,1.3373
2001,8,1,762,-3.8261
2001,8,2,507,-4.1615
2001,8,3,627,-0.5573
2001,8,4,639,-4.4040
2001,8,5,564,-1.2611
2001,8,6,577,0.5235
2001,8,7,339,-1.1515
2001,8,8,254,-5.0255
2001,8,9,336,-2.8044
2001,9,1,1018,-15.4044
2001,9,2,752,-19.3673
2001,9,3,513,-17.1139
2001,9,4,763,-11.7484
2001,9,5,498,-8.1089
2001,9,6,355,-5.3436
2001,9,7,321,-6.5241
2001,9,8,264,-7.4366
2001,9,9,50,-2.2859
2001,10,1,598,11.8619
2001,10,2,419,9.6039
2001,10,3,294,9.3840
2001,10,4,1175,5.1889
2001,10,5,448,0.5290
2001,10,6,323,1.9004
2001,10,7,427,1.3095
2001,10,8,785,-2.7308
2001,10,9,33,0.9042
2001,11,1,448,3.4180
2001,11,2,193,7.5258
2001,11,3,381,5.2684
2001,11,4,532,4.3356
2001,11,5,596,10.5162
2001,11,6,718,7.3151
2001,11,7,136,6.8761
2001,11,8,342,1.8746
2001,11,9,1121,9.1217
2001,12,1,212,4.4571
2001,12,2,340,3.2310
2001,12,3,201,4.3328
2001,12,4,572,1.3993
2001,12,5,457,5.4663
2001,12,6,593,6.4002
2001,12,7,322,2.6128
2001,12,8,1050,6.4931
2001,12,9,674,-1.6547
2002,1,1,900,1.8091
2002,1,2,141,7.4020
2002,1,3,345,2.5118
2002,1,4,846,0.6835
2002,1,5,545,-3.3614
2002,1,6,617,0.0445
2002,1,7,667,1.2353
2002,1,8,175,0.0468
2002,1,9,155,-0.0308
2002,2,1,328,1.2221
2002,2,2,751,1.3482
2002,2,3,1006,1.1512
2002,2,4,195,3.4324
2002,2,5,517,1.7487
2002,2,6,697,-0.6962
2002,2,7,416,2.1652
2002,2,8,408,-3.9991
2002,2,9,36,5.9254
2002,3,1,1292,7.7334
2002,3,2,489,5.0019
2002,3,3,685,7.5253
2002,3,4,701,2.4492
2002,3,5,276,3.9324
2002,3,6,383,6.8411
2002,3,7,314,3.5029
2002,3,8,89,6.1849
2002,3,9,100,7.9070
2002,4,1,585,-4.9293
2002,4,2,482,0.5106
2002,4,3,722,-1.9663
2002,4,4,236,-0.1063
2002,4,5,338,-2.3918
2002,4,6,487,1.4654
2002,4,7,224,0.5597
2002,4,8,869,-3.9823
2002,4,9,362,0.2964
2002,5,1,854,-0.9008
2002,5,2,924,-1.2061
2002,5,3,587,-0.0387
2002,5,4,682,0.2440
2002,5,5,437,-3.0518
2002,5,6,279,0.8711
2002,5,7,236,1.6771
2002,5,8,109,-2.2504
2002,5,9,162,1.3911
2002,6,1,977,-4.7571
2002,6,2,642,-8.3721
2002,6,3,918,-7.7811
2002,6,4,311,0.4972
2002,6,5,467,-4.6049
2002,6,6,352,-4.6395
2002,6,7,213,-1.3929
2002,6,8,328,-8.7813
2002,6,9,40,-6.8370
2002,7,1,731,-7.3580
2002,7,2,601,-13.0741
2002,7,3,470,-11.0110
2002,7,4,414,-9.8262
2002,7,5,476,-8.5586
2002,7,6,753,-12.1863
2002,7,7,197,-7.6205
2002,7,8,361,-10.3838
2002,7,9,143,-16.7293
2002,8,1,105,-0.2875
2002,8,2,307,4.9208
2002,8,3,702,-1.0543
2002,8,4,1141,2.6945
2002,8,5,607,-2.2692
2002,8,6,170,2.5327
2002,8,7,346,-1.5902
2002,8,8,312,-0.5139
2002,8,9,440,2.1321
2002,9,1,509,-11.9071
2002,9,2,301,-7.0912
2002,9,3,289,-8.2632
2002,9,4,355,-7.1809
2002,9,5,561,-9.5742
2002,9,6,727,-8.4118
2002,9,7,917,-9.3249
2002,9,8,372,-5.3012
2002,9,9,58,-9.9281
2002,10,1,544,9.4168
2002,10,2,685,1.2934
2002,10,3,527,1.9971
2002,10,4,439,7.5712
2002,10,5,628,5.2576
2002,10,6,624,8.0342
2002,10,7,175,5.2181
2002,10,8,336,-0.0986
2002,10,9,110,-4.8948
2002,11,1,115,-0.1546
2002,11,2,250,3.7103
2002,11,3,162,6.9587
2002,11,4,368,4.9144
2002,11,5,342,6.9292
2002,11,6,361,3.7494
2002,11,7,540,7.1018
2002,11,8,785,5.3809
2002,11,9,1108,15.3443
2002,12,1,263,7.7502
2002,12,2,176,-1.3451
2002,12,3,534,-1.8253
2002,12,4,688,-1.5763
2002,12,5,283,-1.0577
2002,12,6,463,-6.7284
2002,12,7,229,-4.6617
2002,12,8,819,-8.1951
2002,12,9,555,-9.9048
2003,1,1,1032,-3.3626
2003,1,2,474,-4.0882
2003,1,3,445,-3.0714
2003,1,4,496,-4.6014
2003,1,5,327,-3.9365
2003,1,6,285,-4.9423
2003,1,7,351,-2.2403
2003,1,8,440,-1.9073
2003,1,9,135,-7.1348
2003,2,1,91,-2.7426
2003,2,2,214,-2.4926
2003,2,3,610,0.0837
2003,2,4,283,-1.6079
2003,2,5,529,-2.8811
2003,2,6,526,-3.2347
2003,2,7,976,-1.9355
2003,2,8,510,-1.5448
2003,2,9,217,-2.6579
2003,3,1,49,-4.3288
2003,3,2,460,-2.2756
2003,3,3,287,1.2048
2003,3,4,469,2.3951
2003,3,5,458,4.1055
2003,3,6,624,1.6010
2003,3,7,556,0.5732
2003,3,8,499,-3.1977
2003,3,9,521,-1.4593
2003,4,1,52,7.7403
2003,4,2,286,10.2772
2003,4,3,503,7.8038
2003,4,4,518,10.4139
2003,4,5,770,6.4114
2003,4,6,507,6.3906
2003,4,7,279,1.6620
2003,4,8,454,8.0657
2003,4,9,509,7.6371
2003,5,1,236,13.2849
2003,5,2,123,10.0467
2003,5,3,469,2.6729
2003,5,4,557,6.6888
2003,5,5,815,3.3447
2003,5,6,278,9.8232
2003,5,7,717,7.2859
2003,5,8,444,8.5615
2003,5,9,210,6.3699
2003,6,1,105,1.2420
2003,6,2,684,0.9398
2003,6,3,261,-0.4666
2003,6,4,721,0.8846
2003,6,5,821,2.5278
2003,6,6,317,1.7995
2003,6,7,255,2.8772
2003,6,8,311,2.5416
2003,6,9,353,3.2449
2003,7,1,197,7.9327
2003,7,2,463,4.4035
2003,7,3,374,2.0614
2003,7,4,600,0.0916
2003,7,5,576,-1.0760
2003,7,6,531,2.5835
2003,7,7,386,6.1955
2003,7,8,546,2.8083
2003,7,9,120,3.3572
2003,8,1,203,4.2334
2003,8,2,330,2.6392
2003,8,3,569,0.7792
2003,8,4,241,3.5567
2003,8,5,861,4.1765
2003,8,6,536,4.5630
2003,8,7,393,4.5576
2003,8,8,307,3.8526
2003,8,9,331,8.3007
2003,9,1,512,-1.6605
2003,9,2,407,-0.3095
2003,9,3,315,-2.1722
2003,9,4,647,2.1800
2003,9,5,362,-1.9383
2003,9,6,283,-1.5999
2003,9,7,323,-0.5843
2003,9,8,538,-5.7034
2003,9,9,357,-4.3809
2003,10,1,220,7.7879
2003,10,2,592,8.7526
2003,10,3,416,7.6256
2003,10,4,560,8.2422
2003,10,5,253,7.8381
2003,10,6,197,10.4795
2003,10,7,643,4.6484
2003,10,8,558,4.9458
2003,10,9,288,6.6137
2003,11,1,437,0.9122
2003,11,2,658,2.5990
2003,11,3,459,1.6406
2003,11,4,323,3.7455
2003,11,5,278,1.4774
2003,11,6,280,3.2843
2003,11,7,611,2.2196
2003,11,8,133,4.6667
2003,11,9,541,5.0585
2003,12,1,132,10.3223
2003,12,2,819,4.7115
2003,12,3,334,8.4374
2003,12,4,724,4.9466
2003,12,5,208,3.8900
2003,12,6,296,7.9478
2003,12,7,657,4.1240
2003,12,8,351,2.9948
2003,12,9,195,2.1895
2004,1,1,630,3.2538
2004,1,2,269,0.9881
2004,1,3,191,-4.7926
2004,1,4,473,4.1100
2004,1,5,1002,2.8775
2004,1,6,455,2.2388
2004,1,7,296,0.9477
2004,1,8,194,-0.8155
2004,1,9,205,-2.5109
2004,2,1,73,5.6186
2004,2,2,223,1.3864
2004,2,3,408,1.9978
2004,2,4,389,4.9599
2004,2,5,520,4.3777
2004,2,6,572,1.9525
2004,2,7,636,0.8117
2004,2,8,515,-0.7119
2004,2,9,363,-0.6237
2004,3,1,368,-0.5484
2004,3,2,795,-0.6258
2004,3,3,581,-2.8123
2004,3,4,606,-0.4390
2004,3,5,410,0.5153
2004,3,6,129,-1.3570
2004,3,7,276,3.2520
2004,3,8,220,-0.5489
2004,3,9,318,0.1495
2004,4,1,389,-4.7863
2004,4,2,352,0.2529
2004,4,3,572,-1.1289
2004,4,4,393,-0.5262
2004,4,5,529,-1.8836
2004,4,6,353,-0.1942
2004,4,7,634,0.0377
2004,4,8,358,0.3809
2004,4,9,122,-5.7247
2004,5,1,222,4.6018
2004,5,2,557,3.0861
2004,5,3,490,0.4877
2004,5,4,282,1.0771
2004,5,5,641,0.3693
2004,5,6,329,2.4176
2004,5,7,194,-2.4279
2004,5,8,886,-0.3193
2004,5,9,92,1.2130
2004,6,1,223,4.4255
2004,6,2,641,2.6231
2004,6,3,814,2.8048
2004,6,4,283,3.4293
2004,6,5,202,3.0556
2004,6,6,289,3.3961
2004,6,7,610,3.1770
2004,6,8,178,5.4592
2004,6,9,458,4.4629
2004,7,1,681,-5.3511
2004,7,2,627,-3.3684
2004,7,3,318,-2.2100
2004,7,4,438,-4.9830
2004,7,5,309,-6.6429
2004,7,6,548,-3.4437
2004,7,7,275,-4.9371
2004,7,8,354,-5.8147
2004,7,9,152,-2.9800
2004,8,1,573,-2.6771
2004,8,2,287,-0.9944
2004,8,3,813,-1.5646
2004,8,4,449,1.1530
2004,8,5,251,2.3028
2004,8,6,672,-0.9491
2004,8,7,239,0.9202
2004,8,8,83,-1.0381
2004,8,9,338,2.5639
2004,9,1,564,3.4903
