year,month,rank_ILR_1,nstocks,ret_vw
2004,9,2,937,3.1104
2004,9,3,491,6.1195
2004,9,4,415,2.3233
2004,9,5,280,0.8865
2004,9,6,137,3.6044
2004,9,7,487,-2.5942
2004,9,8,145,3.2324
2004,9,9,246,2.6966
2004,10,1,384,0.9553
2004,10,2,311,0.5866
2004,10,3,433,1.7347
2004,10,4,210,2.5090
2004,10,5,485,2.2107
2004,10,6,751,3.6133
2004,10,7,546,2.8227
2004,10,8,322,-1.5599
2004,10,9,264,-0.4005
2004,11,1,224,7.3897
2004,11,2,535,6.6010
2004,11,3,322,8.4289
2004,11,4,294,6.1066
2004,11,5,323,4.8983
2004,11,6,477,5.9459
2004,11,7,447,4.5842
2004,11,8,683,5.3978
2004,11,9,403,9.8525
2004,12,1,345,1.4258
2004,12,2,571,3.5862
2004,12,3,592,4.2574
2004,12,4,516,3.4231
2004,12,5,293,2.1446
2004,12,6,632,2.8744
2004,12,7,441,5.9327
2004,12,8,191,2.3858
2004,12,9,127,1.9344
2005,1,1,76,-1.0310
2005,1,2,459,-0.1838
2005,1,3,598,-0.9052
2005,1,4,801,-4.4323
2005,1,5,367,-1.5685
2005,1,6,334,-4.1664
2005,1,7,231,-1.8282
2005,1,8,563,-3.1322
2005,1,9,276,-1.2665
2005,2,1,847,1.3534
2005,2,2,541,3.1968
2005,2,3,358,2.7890
2005,2,4,527,1.7616
2005,2,5,221,1.5011
2005,2,6,323,3.8565
2005,2,7,351,2.2323
2005,2,8,453,5.7357
2005,2,9,75,5.5298
2005,3,1,552,-0.9829
2005,3,2,394,-2.0107
2005,3,3,381,-2.6153
2005,3,4,521,-0.7901
2005,3,5,412,-1.6749
2005,3,6,558,-0.5932
2005,3,7,392,0.5753
2005,3,8,182,-2.6335
2005,3,9,310,-4.5369
2005,4,1,284,-8.2261
2005,4,2,600,-4.4151
2005,4,3,610,-6.4777
2005,4,4,299,-3.3114
2005,4,5,336,-3.7959
2005,4,6,470,-4.5468
2005,4,7,285,-3.7941
2005,4,8,688,-0.1005
2005,4,9,119,-2.2015
2005,5,1,146,2.1269
2005,5,2,253,4.1306
2005,5,3,294,8.0813
2005,5,4,635,4.9813
2005,5,5,733,3.6570
2005,5,6,454,6.2156
2005,5,7,356,3.7733
2005,5,8,142,3.4510
2005,5,9,668,1.6936
2005,6,1,146,0.0548
2005,6,2,395,-0.3900
2005,6,3,809,-0.5339
2005,6,4,344,0.8019
2005,6,5,202,1.0274
2005,6,6,306,0.3056
2005,6,7,334,2.2563
2005,6,8,639,-0.7788
2005,6,9,501,3.2457
2005,7,1,206,7.8743
2005,7,2,299,3.2403
2005,7,3,549,5.3532
2005,7,4,878,5.1052
2005,7,5,205,2.9228
2005,7,6,302,5.0226
2005,7,7,490,5.6527
2005,7,8,375,1.9499
2005,7,9,372,8.7755
2005,8,1,193,0.3531
2005,8,2,138,-2.2968
2005,8,3,256,-0.5594
2005,8,4,586,-0.2024
2005,8,5,353,-3.2078
2005,8,6,820,0.6884
2005,8,7,518,-2.0876
2005,8,8,682,-0.6082
2005,8,9,121,0.5041
2005,9,1,415,-1.1242
2005,9,2,291,0.0977
2005,9,3,181,-1.7212
2005,9,4,452,1.1810
2005,9,5,753,-0.9681
2005,9,6,368,0.6924
2005,9,7,649,-0.9631
2005,9,8,374,2.0530
2005,9,9,186,7.2717
2005,10,1,269,-1.9373
2005,10,2,405,-2.5446
2005,10,3,524,-2.1027
2005,10,4,375,-3.2060
2005,10,5,646,0.2926
2005,10,6,658,-4.3487
2005,10,7,293,-3.2245
2005,10,8,326,-3.0588
2005,10,9,168,-6.2268
2005,11,1,253,3.2795
2005,11,2,536,4.4134
2005,11,3,285,7.1850
2005,11,4,496,3.9424
2005,11,5,303,2.1592
2005,11,6,477,3.4162
2005,11,7,374,3.9939
2005,11,8,174,4.9897
2005,11,9,752,3.4061
2005,12,1,141,0.6088
2005,12,2,581,1.4121
2005,12,3,333,0.6746
2005,12,4,473,-0.1623
2005,12,5,538,-0.9083
2005,12,6,514,-0.1676
2005,12,7,218,-0.9826
2005,12,8,382,0.8986
2005,12,9,464,3.4384
2006,1,1,772,4.3554
2006,1,2,329,4.1949
2006,1,3,360,0.3899
2006,1,4,490,6.2976
2006,1,5,393,4.9946
2006,1,6,365,5.0054
2006,1,7,389,1.6708
2006,1,8,467,5.0950
2006,1,9,77,11.0163
2006,2,1,159,0.8403
2006,2,2,356,1.3443
2006,2,3,512,1.5553
2006,2,4,495,0.2751
2006,2,5,634,1.7260
2006,2,6,610,0.9453
2006,2,7,372,2.4151
2006,2,8,273,-0.4268
2006,2,9,219,-7.7755
2006,3,1,220,4.7132
2006,3,2,625,3.6544
2006,3,3,534,2.7117
2006,3,4,258,2.9094
2006,3,5,265,3.0634
2006,3,6,747,1.0953
2006,3,7,518,2.4560
2006,3,8,227,1.9639
2006,3,9,231,3.3995
2006,4,1,370,2.5266
2006,4,2,447,1.2803
2006,4,3,433,-1.1203
2006,4,4,557,0.0989
2006,4,5,656,1.3818
2006,4,6,490,2.0967
2006,4,7,225,0.2283
2006,4,8,360,1.2100
2006,4,9,90,8.0618
2006,5,1,823,-3.7188
2006,5,2,419,-3.9386
2006,5,3,380,-1.3113
2006,5,4,367,-1.2872
2006,5,5,586,-2.4804
2006,5,6,397,-2.3741
2006,5,7,175,-2.5013
2006,5,8,364,-2.5469
2006,5,9,113,-6.4745
2006,6,1,415,-1.6838
2006,6,2,615,-0.7016
2006,6,3,230,0.6620
2006,6,4,708,-0.4476
2006,6,5,168,-1.4924
2006,6,6,673,-0.1794
2006,6,7,384,1.5507
2006,6,8,150,-0.9260
2006,6,9,283,0.6008
2006,7,1,563,-5.7640
2006,7,2,303,-2.3775
2006,7,3,194,1.6306
2006,7,4,357,-0.5807
2006,7,5,600,-4.0767
2006,7,6,752,-0.6242
2006,7,7,210,-3.5750
2006,7,8,309,-0.0121
2006,7,9,309,0.4864
2006,8,1,295,-1.0980
2006,8,2,572,2.7669
2006,8,3,638,0.9638
2006,8,4,175,3.4595
2006,8,5,667,3.7697
2006,8,6,150,3.6150
2006,8,7,293,1.4240
2006,8,8,160,2.9764
2006,8,9,635,1.6459
2006,9,1,275,-2.7084
2006,9,2,256,-0.6859
2006,9,3,349,0.3218
2006,9,4,622,1.8983
2006,9,5,495,2.6976
2006,9,6,476,3.1686
2006,9,7,227,3.5109
2006,9,8,442,-0.1319
2006,9,9,439,1.8492
2006,10,1,229,7.3437
2006,10,2,369,1.7981
2006,10,3,148,2.8429
2006,10,4,474,4.3700
2006,10,5,710,2.1880
2006,10,6,436,3.4409
2006,10,7,247,6.4646
2006,10,8,255,4.2990
2006,10,9,710,7.6685
2006,11,1,427,3.0638
2006,11,2,354,2.3180
2006,11,3,471,1.5181
2006,11,4,330,2.6426
2006,11,5,670,4.7399
2006,11,6,404,2.5847
2006,11,7,187,3.8946
2006,11,8,632,2.9994
2006,11,9,106,4.7169
2006,12,1,608,1.4141
2006,12,2,281,2.8039
2006,12,3,536,-0.5565
2006,12,4,480,0.7282
2006,12,5,849,1.2749
2006,12,6,154,-0.1103
2006,12,7,205,1.3039
2006,12,8,114,-2.0488
2006,12,9,353,0.0937
2007,1,1,357,4.4611
2007,1,2,322,3.2077
2007,1,3,820,2.4478
2007,1,4,377,3.3830
2007,1,5,288,2.7331
2007,1,6,518,1.9473
2007,1,7,312,3.9541
2007,1,8,331,2.0990
2007,1,9,253,1.4460
2007,2,1,275,-1.3160
2007,2,2,295,1.0587
2007,2,3,498,-1.3432
2007,2,4,219,-0.4414
2007,2,5,492,0.0530
2007,2,6,866,-2.4782
2007,2,7,446,0.3431
2007,2,8,288,-0.0483
2007,2,9,174,2.6327
2007,3,1,515,0.6137
2007,3,2,654,1.3458
2007,3,3,259,3.1094
2007,3,4,260,0.7094
2007,3,5,698,1.0861
2007,3,6,388,-1.1413
2007,3,7,192,2.5074
2007,3,8,351,0.3804
2007,3,9,232,1.5402
2007,4,1,161,3.4787
2007,4,2,729,5.4968
2007,4,3,678,3.2155
2007,4,4,227,4.7440
2007,4,5,309,2.9372
2007,4,6,471,3.3908
2007,4,7,229,7.1285
2007,4,8,509,3.5696
2007,4,9,235,4.8477
2007,5,1,332,2.3550
2007,5,2,292,5.2298
2007,5,3,361,2.3585
2007,5,4,350,3.5993
2007,5,5,681,5.7116
2007,5,6,527,3.8250
2007,5,7,447,4.4909
2007,5,8,180,7.2535
2007,5,9,367,5.7935
2007,6,1,461,-3.0628
2007,6,2,390,-1.8657
2007,6,3,706,-0.3252
2007,6,4,517,-2.2875
2007,6,5,224,0.9724
2007,6,6,346,1.1270
2007,6,7,268,-0.7080
2007,6,8,548,-1.7467
2007,6,9,87,0.2120
2007,7,1,115,-6.1514
2007,7,2,550,-1.1997
2007,7,3,163,-3.0263
2007,7,4,519,-1.6499
2007,7,5,890,-2.3201
2007,7,6,200,-4.5655
2007,7,7,330,-2.5305
2007,7,8,631,0.2865
2007,7,9,128,-1.7088
2007,8,1,125,-2.9151
2007,8,2,365,0.0560
2007,8,3,808,0.7673
2007,8,4,234,2.4432
2007,8,5,794,0.0600
2007,8,6,259,0.4669
2007,8,7,405,1.0718
2007,8,8,392,1.8727
2007,8,9,140,0.0769
2007,9,1,130,2.1186
2007,9,2,229,1.6780
2007,9,3,458,4.7721
2007,9,4,334,4.1402
2007,9,5,191,3.5749
2007,9,6,545,4.1489
2007,9,7,1139,4.2932
2007,9,8,328,4.3683
2007,9,9,168,9.2508
2007,10,1,304,2.1910
2007,10,2,437,2.9402
2007,10,3,395,-0.3334
2007,10,4,775,2.1093
2007,10,5,348,5.9028
2007,10,6,444,1.5168
2007,10,7,454,6.9874
2007,10,8,215,1.5989
2007,10,9,133,9.2203
2007,11,1,306,-3.2792
2007,11,2,438,-3.5715
2007,11,3,607,-6.0013
2007,11,4,240,-2.3408
2007,11,5,643,-4.7503
2007,11,6,275,-2.9639
2007,11,7,336,-3.2176
2007,11,8,273,-9.0444
2007,11,9,379,-2.2783
2007,12,1,256,0.1267
2007,12,2,683,-3.3679
2007,12,3,356,-1.8891
2007,12,4,375,-0.0794
2007,12,5,336,2.4728
2007,12,6,389,-0.1303
2007,12,7,474,-0.9259
2007,12,8,471,-0.0040
2007,12,9,145,2.1049
2008,1,1,463,-1.1013
2008,1,2,281,-2.9376
2008,1,3,250,-2.0512
2008,1,4,173,-7.5021
2008,1,5,567,-6.7460
2008,1,6,340,-9.3470
2008,1,7,594,-8.2261
2008,1,8,608,-7.2277
2008,1,9,203,-5.4862
2008,2,1,422,4.0290
2008,2,2,538,0.2782
2008,2,3,626,0.6286
2008,2,4,367,-0.6523
2008,2,5,216,0.2249
2008,2,6,558,-2.3843
2008,2,7,302,-4.5305
2008,2,8,133,-3.6960
2008,2,9,312,-4.6696
2008,3,1,173,-1.3726
2008,3,2,620,-1.7350
2008,3,3,288,1.1837
2008,3,4,402,-0.8372
2008,3,5,372,-0.2796
2008,3,6,782,-0.1823
2008,3,7,314,0.5643
2008,3,8,278,-0.0269
2008,3,9,246,-3.1341
2008,4,1,111,9.6193
2008,4,2,168,4.7340
2008,4,3,550,3.7303
2008,4,4,667,7.1778
2008,4,5,299,2.1700
2008,4,6,583,5.4803
2008,4,7,436,6.1484
2008,4,8,401,3.8335
2008,4,9,250,-0.8551
2008,5,1,156,-1.5503
2008,5,2,415,2.8058
2008,5,3,401,6.4018
2008,5,4,292,3.2534
2008,5,5,419,1.4264
2008,5,6,518,4.1437
2008,5,7,717,4.9150
2008,5,8,280,3.4083
2008,5,9,249,8.0292
2008,6,1,209,-14.1205
2008,6,2,301,-9.4263
2008,6,3,341,-9.2879
2008,6,4,496,-7.6776
2008,6,5,590,-7.1896
2008,6,6,155,-4.5738
2008,6,7,563,-9.5448
2008,6,8,640,-8.6038
2008,6,9,136,1.8379
2008,7,1,155,-2.7454
2008,7,2,237,-0.1589
2008,7,3,582,0.6275
2008,7,4,221,3.6633
2008,7,5,239,4.8221
2008,7,6,810,-0.9310
2008,7,7,354,1.0724
2008,7,8,559,-1.8358
2008,7,9,297,-9.6839
2008,8,1,251,-0.6246
2008,8,2,293,-2.4965
2008,8,3,298,5.2341
2008,8,4,530,2.9825
2008,8,5,525,3.2301
2008,8,6,651,2.1456
2008,8,7,274,1.5159
2008,8,8,184,4.6967
2008,8,9,438,1.6637
2008,9,1,89,-28.2234
2008,9,2,297,-12.8361
2008,9,3,487,-8.8458
2008,9,4,551,-7.1929
2008,9,5,738,-11.3617
2008,9,6,331,-14.3311
2008,9,7,410,-9.4364
2008,9,8,423,-7.5239
2008,9,9,102,-4.2446
2008,10,1,96,-29.0340
2008,10,2,527,-24.6551
2008,10,3,336,-20.6795
2008,10,4,242,-19.5143
2008,10,5,656,-21.5538
2008,10,6,419,-16.6341
2008,10,7,526,-19.2229
2008,10,8,421,-17.3100
2008,10,9,186,-16.5676
2008,11,1,187,-13.6267
2008,11,2,195,-8.3770
2008,11,3,442,-6.4153
2008,11,4,265,-11.6073
2008,11,5,372,-14.0550
2008,11,6,690,-8.8495
2008,11,7,326,-2.7126
2008,11,8,492,-5.0611
2008,11,9,419,-6.5729
2008,12,1,223,8.3615
2008,12,2,469,4.9523
2008,12,3,501,9.1236
2008,12,4,283,-4.0228
2008,12,5,250,3.7120
2008,12,6,632,7.0093
2008,12,7,341,-0.8202
2008,12,8,308,2.8508
2008,12,9,358,4.2549
2009,1,1,182,-7.5610
2009,1,2,375,-6.6091
2009,1,3,314,-5.7786
2009,1,4,570,-7.8792
2009,1,5,618,-7.4938
2009,1,6,587,-4.2164
2009,1,7,438,-5.0308
2009,1,8,181,-10.4471
2009,1,9,78,-12.4109
2009,2,1,203,-16.4430
2009,2,2,206,-16.5088
2009,2,3,235,-9.5984
2009,2,4,349,-11.3412
2009,2,5,490,-4.7958
2009,2,6,191,-15.6586
2009,2,7,1069,-7.9238
2009,2,8,298,-9.8019
2009,2,9,289,-7.5149
2009,3,1,101,9.8381
2009,3,2,222,9.3164
2009,3,3,292,6.6511
2009,3,4,508,8.3428
2009,3,5,513,3.0935
2009,3,6,316,9.3912
2009,3,7,548,11.1879
2009,3,8,573,9.1193
2009,3,9,231,11.1783
2009,4,1,200,14.3934
2009,4,2,439,5.7572
2009,4,3,273,22.0129
2009,4,4,488,7.3211
2009,4,5,149,10.6904
2009,4,6,363,21.3148
2009,4,7,726,17.8852
2009,4,8,479,24.4899
2009,4,9,166,27.0579
2009,5,1,450,8.4280
2009,5,2,364,6.5206
2009,5,3,401,5.3450
2009,5,4,623,9.6467
2009,5,5,507,3.4903
2009,5,6,313,3.9393
2009,5,7,286,4.0974
2009,5,8,128,4.2506
2009,5,9,189,-0.2433
2009,6,1,307,-2.7813
2009,6,2,197,2.9661
2009,6,3,501,1.7468
2009,6,4,453,-0.2103
2009,6,5,562,1.6142
2009,6,6,461,1.2209
2009,6,7,427,-1.3795
2009,6,8,281,-2.0678
2009,6,9,53,-6.0483
2009,7,1,85,16.5728
2009,7,2,334,11.1535
2009,7,3,155,6.6373
2009,7,4,323,12.5703
2009,7,5,305,10.7892
2009,7,6,467,8.1764
2009,7,7,649,7.2435
2009,7,8,313,7.9639
2009,7,9,527,7.6733
2009,8,1,246,2.3496
2009,8,2,581,1.2826
2009,8,3,530,1.3356
2009,8,4,472,3.2648
2009,8,5,418,3.9598
2009,8,6,284,4.3475
2009,8,7,213,4.1801
2009,8,8,248,3.2494
2009,8,9,155,6.2860
2009,9,1,126,6.5533
2009,9,2,237,1.6694
2009,9,3,576,4.9117
2009,9,4,604,7.9077
2009,9,5,509,7.6412
2009,9,6,466,4.6532
2009,9,7,257,4.7788
2009,9,8,257,0.7617
2009,9,9,107,7.8037
2009,10,1,99,-7.3182
2009,10,2,503,-1.2816
2009,10,3,712,-4.5384
2009,10,4,365,-2.5784
2009,10,5,542,-2.6119
2009,10,6,267,-5.0632
2009,10,7,294,-4.8145
2009,10,8,222,-2.6202
2009,10,9,136,-3.1465
2009,11,1,158,10.0458
2009,11,2,159,1.3408
2009,11,3,448,5.5554
2009,11,4,510,7.6310
2009,11,5,453,4.6944
2009,11,6,354,4.6220
2009,11,7,165,9.7777
2009,11,8,358,6.7002
2009,11,9,529,5.4125
2009,12,1,81,4.7205
2009,12,2,191,8.5686
2009,12,3,411,4.0301
2009,12,4,470,4.6812
2009,12,5,822,4.4140
2009,12,6,346,2.3851
2009,12,7,388,5.9547
2009,12,8,285,3.1448
2009,12,9,132,-1.6811
2010,1,1,212,-3.3079
2010,1,2,203,-4.4698
2010,1,3,517,-3.0098
2010,1,4,312,-0.9295
2010,1,5,298,-4.2315
2010,1,6,409,-5.0091
2010,1,7,518,-6.3114
2010,1,8,260,-4.2123
2010,1,9,390,-6.0791
2010,2,1,321,8.6608
2010,2,2,368,7.6017
2010,2,3,312,4.4336
2010,2,4,346,2.1071
2010,2,5,305,4.8320
2010,2,6,318,6.8808
2010,2,7,343,6.7204
2010,2,8,323,3.7979
2010,2,9,478,0.9280
2010,3,1,433,4.2641
2010,3,2,414,5.3238
2010,3,3,493,6.0606
2010,3,4,366,8.4367
2010,3,5,548,8.1159
2010,3,6,274,8.5865
2010,3,7,305,7.7745
2010,3,8,199,5.8913
2010,3,9,75,6.9823
2010,4,1,316,-0.8572
2010,4,2,341,5.3186
2010,4,3,597,0.5363
2010,4,4,345,5.3530
2010,4,5,342,3.0178
2010,4,6,373,4.0889
2010,4,7,413,2.4281
2010,4,8,204,4.5885
2010,4,9,171,7.3495
2010,5,1,330,-9.6760
2010,5,2,131,-4.8176
2010,5,3,750,-7.7011
2010,5,4,257,-8.6776
2010,5,5,554,-6.2608
2010,5,6,287,-7.2210
2010,5,7,446,-9.7903
2010,5,8,212,-6.6423
2010,5,9,127,-9.6540
2010,6,1,88,-10.5803
2010,6,2,292,-8.4259
2010,6,3,342,-2.2940
2010,6,4,233,-8.2739
2010,6,5,856,-6.1449
2010,6,6,360,-8.9954
2010,6,7,515,-6.4279
2010,6,8,150,-1.7191
2010,6,9,265,-3.4005
2010,7,1,156,8.3829
2010,7,2,342,9.7627
2010,7,3,394,11.4924
2010,7,4,245,6.8837
2010,7,5,704,5.6986
2010,7,6,361,8.9406
2010,7,7,296,4.7241
2010,7,8,226,6.4859
2010,7,9,356,3.7173
2010,8,1,285,-2.6164
2010,8,2,475,-2.4828
2010,8,3,557,-6.8715
2010,8,4,227,-2.4597
2010,8,5,472,-7.3245
2010,8,6,140,-6.8803
2010,8,7,517,-4.7778
2010,8,8,110,-5.2303
2010,8,9,287,-5.2988
2010,9,1,192,16.6451
2010,9,2,431,8.2765
2010,9,3,304,13.2887
2010,9,4,149,10.8601
2010,9,5,421,10.7564
2010,9,6,642,9.8540
2010,9,7,298,9.3982
2010,9,8,392,9.6929
2010,9,9,238,5.6297
2010,10,1,223,5.9987
2010,10,2,101,3.8901
2010,10,3,601,2.4455
2010,10,4,279,4.1676
2010,10,5,412,5.1693
2010,10,6,444,4.3988
2010,10,7,519,6.0685
2010,10,8,288,5.1873
2010,10,9,190,4.1158
2010,11,1,218,0.7954
2010,11,2,426,0.7215
2010,11,3,353,1.4255
2010,11,4,578,2.3047
2010,11,5,436,2.0303
2010,11,6,297,0.4519
2010,11,7,249,4.6676
2010,11,8,151,0.1854
2010,11,9,340,3.8612
2010,12,1,566,4.5448
2010,12,2,334,5.6118
2010,12,3,57,7.3612
2010,12,4,419,8.0415
2010,12,5,356,7.8793
2010,12,6,258,8.2634
2010,12,7,407,9.3902
2010,12,8,513,7.1388
2010,12,9,129,5.6443
2011,1,1,174,-1.3839
2011,1,2,214,1.1934
2011,1,3,509,0.6689
2011,1,4,408,0.1708
2011,1,5,458,0.8007
2011,1,6,465,3.1203
2011,1,7,437,2.9740
2011,1,8,228,3.3131
2011,1,9,130,2.3855
2011,2,1,75,3.9656
2011,2,2,355,4.8162
2011,2,3,463,3.6313
2011,2,4,189,4.1926
2011,2,5,625,3.4428
2011,2,6,337,4.6363
2011,2,7,241,2.1593
2011,2,8,300,2.9234
2011,2,9,433,3.7120
2011,3,1,131,0.5703
2011,3,2,283,2.3771
2011,3,3,596,0.4365
2011,3,4,372,1.3636
2011,3,5,224,2.7499
2011,3,6,485,1.4648
2011,3,7,486,1.1502
2011,3,8,321,2.0964
2011,3,9,118,6.1244
2011,4,1,511,3.6343
2011,4,2,325,3.3902
2011,4,3,471,4.0043
2011,4,4,173,0.5760
2011,4,5,417,2.2334
2011,4,6,392,2.9230
2011,4,7,456,2.1999
2011,4,8,204,3.2677
2011,4,9,55,0.0655
2011,5,1,62,-2.4719
2011,5,2,186,0.1991
2011,5,3,281,-1.5368
2011,5,4,610,-3.3728
2011,5,5,408,-1.7715
2011,5,6,337,-0.5069
2011,5,7,468,0.7524
2011,5,8,304,1.3700
2011,5,9,332,0.1466
2011,6,1,245,-1.8517
2011,6,2,365,-2.7209
2011,6,3,586,-2.4056
2011,6,4,353,0.7059
2011,6,5,178,-0.1002
2011,6,6,476,-1.1894
2011,6,7,330,-0.4911
2011,6,8,354,-2.4008
2011,6,9,93,-0.9521
2011,7,1,258,-2.7767
2011,7,2,298,-2.0099
2011,7,3,494,-3.3256
2011,7,4,434,-1.8588
2011,7,5,453,-4.0303
2011,7,6,452,-2.7376
2011,7,7,267,-5.6111
2011,7,8,179,-3.6587
2011,7,9,121,-2.8998
2011,8,1,301,-9.8479
2011,8,2,116,-7.4759
2011,8,3,279,-3.2983
2011,8,4,377,-5.6134
2011,8,5,456,-7.6582
2011,8,6,395,-1.9031
2011,8,7,400,-4.9155
2011,8,8,505,-5.8266
2011,8,9,133,-4.6770
2011,9,1,178,-17.5695
2011,9,2,383,-12.9969
2011,9,3,366,-12.3494
2011,9,4,437,-10.0046
2011,9,5,359,-15.9626
2011,9,6,358,-8.5674
2011,9,7,317,-6.8456
2011,9,8,387,-5.8303
2011,9,9,171,-3.3438
2011,10,1,124,22.6221
2011,10,2,283,22.4050
2011,10,3,175,19.5232
2011,10,4,294,13.1889
2011,10,5,180,12.0688
2011,10,6,592,9.9597
2011,10,7,392,10.6029
2011,10,8,376,6.9859
2011,10,9,537,6.2505
2011,11,1,128,0.9274
2011,11,2,565,0.9836
2011,11,3,388,0.4534
2011,11,4,414,0.6529
2011,11,5,579,0.1284
2011,11,6,283,0.1442
2011,11,7,219,-1.5574
2011,11,8,271,0.4851
2011,11,9,96,2.5054
2011,12,1,212,-4.2323
2011,12,2,588,2.0342
2011,12,3,317,-2.3183
2011,12,4,279,1.2293
2011,12,5,217,1.4019
2011,12,6,430,-0.0413
2011,12,7,589,0.3360
2011,12,8,174,-1.6108
2011,12,9,130,-1.3613
2012,1,1,87,6.9315
2012,1,2,234,14.3942
2012,1,3,469,9.6585
2012,1,4,527,7.4526
2012,1,5,378,6.8818
2012,1,6,186,5.4269
2012,1,7,438,2.4693
2012,1,8,130,0.4722
2012,1,9,480,3.6826
2012,2,1,167,3.2035
2012,2,2,316,5.6868
2012,2,3,412,3.0783
2012,2,4,364,2.8686
2012,2,5,253,3.0251
2012,2,6,538,2.5527
2012,2,7,382,4.1069
2012,2,8,290,4.2201
2012,2,9,195,0.4223
2012,3,1,130,-2.8482
2012,3,2,443,0.4123
2012,3,3,407,2.7451
2012,3,4,420,3.4729
2012,3,5,393,1.7816
2012,3,6,340,2.2116
2012,3,7,387,3.2955
2012,3,8,301,1.0032
2012,3,9,96,3.0542
2012,4,1,296,-1.2809
2012,4,2,189,-2.7657
2012,4,3,190,-0.7060
2012,4,4,221,-0.3608
2012,4,5,450,1.1654
2012,4,6,378,-1.8155
2012,4,7,587,-1.6649
2012,4,8,339,-0.3746
2012,4,9,267,0.0785
2012,5,1,157,-6.7240
2012,5,2,404,-9.2783
2012,5,3,219,-8.2667
2012,5,4,424,-8.2169
2012,5,5,408,-5.3890
2012,5,6,366,-8.2015
2012,5,7,354,-4.3341
2012,5,8,332,-4.0901
2012,5,9,252,-6.3903
2012,6,1,125,3.3031
2012,6,2,485,3.7682
2012,6,3,430,3.3760
2012,6,4,138,2.5622
2012,6,5,415,2.2124
2012,6,6,316,2.7319
2012,6,7,163,2.1630
2012,6,8,626,4.4351
2012,6,9,218,5.0279
2012,7,1,308,0.5052
2012,7,2,212,-3.1634
2012,7,3,158,1.6138
2012,7,4,374,0.3407
2012,7,5,358,-1.6817
2012,7,6,172,-3.8228
2012,7,7,454,1.0278
2012,7,8,610,0.7581
2012,7,9,236,0.3089
2012,8,1,111,8.2694
2012,8,2,285,4.4661
2012,8,3,190,4.5657
2012,8,4,611,3.2045
2012,8,5,486,0.7477
2012,8,6,213,4.8574
2012,8,7,263,1.5271
2012,8,8,534,0.9289
2012,8,9,185,0.8345
2012,9,1,219,1.1530
2012,9,2,469,2.7107
2012,9,3,396,2.5631
2012,9,4,473,2.4125
2012,9,5,102,2.7746
2012,9,6,496,2.6178
2012,9,7,382,3.6683
2012,9,8,165,4.9369
2012,9,9,167,5.7913
2012,10,1,358,-0.2034
2012,10,2,231,2.1549
2012,10,3,312,-1.6794
2012,10,4,475,-1.0189
2012,10,5,387,-1.4013
2012,10,6,302,0.2634
2012,10,7,372,-0.1878
2012,10,8,283,-0.4245
2012,10,9,137,-0.8348
2012,11,1,419,2.6675
2012,11,2,472,2.2289
2012,11,3,245,-0.8608
2012,11,4,280,-0.8216
2012,11,5,541,2.2216
2012,11,6,297,2.7309
2012,11,7,228,1.3861
2012,11,8,251,1.0205
2012,11,9,126,0.3963
2012,12,1,133,3.9147
2012,12,2,368,2.8557
2012,12,3,568,-0.1334
2012,12,4,556,-0.8063
2012,12,5,307,-0.0966
2012,12,6,307,3.5082
2012,12,7,229,2.9957
2012,12,8,221,1.7562
2012,12,9,161,3.4439
2013,1,1,261,2.2074
2013,1,2,319,3.1345
2013,1,3,209,4.0930
2013,1,4,721,7.1615
2013,1,5,536,4.7933
2013,1,6,249,7.5672
2013,1,7,150,7.1564
2013,1,8,273,9.2308
2013,1,9,117,3.0240
2013,2,1,141,-3.1779
2013,2,2,283,3.2312
2013,2,3,147,0.5609
2013,2,4,404,1.6374
2013,2,5,401,0.7924
2013,2,6,416,2.5314
2013,2,7,558,1.5508
2013,2,8,232,3.4800
2013,2,9,252,0.1354
2013,3,1,101,3.4488
2013,3,2,356,3.0047
2013,3,3,532,3.3916
2013,3,4,328,3.1268
2013,3,5,550,4.6976
2013,3,6,497,5.3155
2013,3,7,152,4.5490
2013,3,8,223,5.7725
2013,3,9,93,7.4598
2013,4,1,260,-2.2605
2013,4,2,495,0.0478
2013,4,3,351,1.3373
2013,4,4,442,-4.1037
2013,4,5,418,0.3817
2013,4,6,209,2.0026
2013,4,7,178,2.0278
2013,4,8,391,2.2866
2013,4,9,83,0.9485
2013,5,1,162,3.3009
2013,5,2,337,4.2392
2013,5,3,257,3.3274
2013,5,4,396,4.8724
2013,5,5,437,3.8552
2013,5,6,347,-0.5421
2013,5,7,225,4.1143
2013,5,8,407,-1.0351
2013,5,9,264,1.9266
2013,6,1,166,-0.1062
2013,6,2,192,-0.7573
2013,6,3,109,-3.8920
2013,6,4,655,-0.9244
2013,6,5,146,-2.0789
2013,6,6,594,-3.3750
2013,6,7,472,-3.8345
2013,6,8,354,-1.1877
2013,6,9,155,-1.8874
2013,7,1,149,3.3156
2013,7,2,202,6.5676
2013,7,3,218,5.3173
2013,7,4,660,6.7231
2013,7,5,455,4.7291
2013,7,6,378,6.4468
2013,7,7,424,5.2869
2013,7,8,138,3.3443
2013,7,9,184,7.1360
2013,8,1,136,-2.1211
2013,8,2,79,-1.2203
2013,8,3,407,-2.5104
2013,8,4,580,-2.7416
2013,8,5,318,-3.7156
2013,8,6,546,-2.9676
2013,8,7,142,-0.5853
2013,8,8,564,-2.0170
2013,8,9,44,-0.4975
2013,9,1,215,4.9654
