RRA1,RRA2,RRA3,RRA4,RRA5
-0.041832970783036,-0.00110012556119997,0.00176682404874886,0.0112257325113212,-0.00189075296676994
-0.0561698953312505,-0.00636965641557958,-0.00441585733106542,0.00427555514500031,-0.0048648993105278
-0.0197385070548372,-0.00438890483648627,0.0025645456234963,0.0107747107666428,-0.00311270247887085
-0.0560077863923631,0.0065787494003238,-0.000937184882907583,0.0184304587665379,0.00118377931599646
-0.0550902856213115,-0.0235015603188025,0.00242457703962368,0.0128190560718677,-0.000165689125130523
-0.0269097008535068,-0.00374540904701397,-0.0028558311780162,0.0109289103715403,-0.00422183005491552
0.0792941176894766,0.0111570558563623,-0.00531764849912566,-0.0379502940551684,0.000355503242191285
-0.0347935540013915,-0.00178463930927305,-0.00469530813832739,0.000428693929598734,0.00326483682857233
0.0649013779684783,0.00797189441712243,0.0133124553284855,-0.00528126908465202,0.004988634507589
-0.00697438505247124,0.00247339674313542,0.00129975859841904,0.0162533833133382,0.00749288792337776
-0.131289484743424,-0.00580597759084643,-0.0203068103216129,0.00919000619633473,-0.00119082682798167
-0.0103078035131053,-0.0232912220490578,0.0101116573584953,0.0280947902895826,0.00926985426904747
0.0590494909010801,0.0657246658521056,-0.00203300386980882,-0.0107859955702304,-0.00533694852084796
0.0010854385050461,0.00746275480091456,0.00329402115070984,0.00998775204790988,-0.00143687062227535
-0.0109311422802718,0.0195656133785108,-0.00662415852543164,-0.0122425093503845,0.00100327505010067
-0.0436384467335438,0.00530375315991807,-0.0117000084581178,-0.00490684612965271,0.00239475443816833
-0.0549146540314741,-0.00652950925038937,-0.00928026136300714,-0.00763254952081751,-0.00575180757430156
-0.0208773484844779,0.00480704540733503,-0.0020522704115259,0.00220383233444014,0.00819197320320933
-0.0414928411107687,0.025577116769829,-0.00941653390946237,-0.00337030426143316,0.0137857245425178
-0.0649977924304173,0.0170751627845596,-0.0241656963478708,-0.00910638303597988,0.000399636595057036
-0.0719573165292591,0.0341476771023413,-0.015217253288665,-0.00725418017797854,0.0135848006735247
0.0856280068191874,-0.0642022721675528,0.0363439931242484,0.0152312785608138,-0.0119610385903402
-0.0366243941258379,-0.000440417974236522,-0.0076357737945703,-0.00184214401816981,0.00448240567836271
-0.0469670364331452,-0.0145576076059059,9.26361425745173e-05,0.00306399966213736,0.0011191669311612
0.175746366138883,0.0633113423414934,0.0387016928520492,0.00666890938655422,-0.0150666990980501
0.0334526068394718,-0.0188205673898812,0.00603255961778657,0.000249926658560729,-0.00749205791914649
0.0453568417430846,0.0151424217305769,-0.00245067656637196,-0.00295900427858908,-0.00649300091106919
0.0288816470595003,-0.0141573792556605,0.0104481673026729,0.00597748320189254,0.00365399434634749
0.0510338586769737,0.00301521089980892,0.00437528044985951,0.0014611138407207,0.000195439208258441
0.0468598271004288,0.00491405628463057,0.0155708696550455,0.0132708553094195,-0.00070441716402192
-0.031335699917505,0.0314730351032177,-0.0157515400722232,-0.00866368432412274,0.00657974870296783
-0.034619221117928,-0.0122971086104605,0.00177751302969462,-0.00814825727901939,0.00168241958585389
-0.0316798567359776,0.0082257157217569,-0.00679067491917042,-0.00571873053494202,0.00336746334271641
0.0229528217987501,-0.0222424835655899,0.0241456196639533,0.0134346242767302,-0.00402780696562238
0.0174057890295344,-0.00482293812125612,0.0116365773009546,0.0125639774519477,-0.00172982672200265
-0.0112214696843516,0.00519665600079774,0.000210492270147036,-0.00191271242624712,-0.000593544843593099
0.126882119879407,0.0250892456640321,0.0240213570957024,0.039466572233082,-0.00228236420129037
0.046710130716341,0.0474529620034012,-0.01220768290865,0.0105021678662965,0.00129624091166241
0.00877173652436808,-0.00676995331824606,0.00532530770728852,0.0076182893579558,-0.00757544306316916
-0.0113533173306346,0.00294483085027297,0.00259048742838059,-0.0045558720253421,0.00551652661817994
-0.0166329156278287,-0.00672553557056983,-0.00239809529736564,-0.00690515506809532,0.000236871657223329
0.0262339884963502,-0.00930385573281501,0.0116336555271438,0.0108995659225154,-0.00386159763093025
-0.0040946278775322,0.00761343159871935,0.00208450169319656,-0.00091735678536291,0.00252158587549779
-0.0137203407465622,-0.00718448951995252,0.00759586951593732,0.00227794061590817,0.000483104108385913
0.0149980964285571,-0.00448907282680472,0.00652810138565371,0.00166554247434658,0.0028908345578046
-0.0180376854553734,0.00334892301497111,-0.00120514773068862,-0.00750174680932549,0.00479666637173624
0.0178164458526365,0.0121041840484478,-0.00414799973167581,0.00345575125321238,0.00537521236787205
0.0622557830727776,0.0136999972265229,0.0134415367041531,0.0139959238197989,0.000396543431990904
-0.00108640074320434,0.0416315311792103,-0.0161493284990282,0.00271649817045501,0.00719231039292544
-0.0101004763805936,0.00939878144922093,-0.00375865432019814,-0.00570611104299801,0.00298216193676056
-0.00291498907729761,0.00951807144589267,-0.00411410583924706,-0.0012316220983657,0.00210841531790252
0.00679426197225582,0.00406618699770131,0.00218620549939836,0.011120337073383,0.00675457848223019
-0.00454263233148944,0.00736446779010962,-0.00237360556524722,-0.00150737837726606,0.00650503518204136
0.0421287202532215,-0.00319347524764779,0.00212118120901274,0.00758334433793396,-0.000175375010226568
-0.0044577904807801,0.0141978702050507,-0.00461832490450014,-0.00241661104861697,0.000799857132934155
-0.009526849149023,0.00423729661351226,-0.0103701669198118,-0.00736537954776366,-0.00304070615751747
0.00309022112118321,0.00568075226092405,-0.00266260721470497,-0.000681124320811246,0.00359036768320138
-0.0252237266012097,0.0153451171790085,-0.00707461596329293,-0.0098343514258679,0.00442415181001755
0.0499381495417555,0.00733448250136893,0.00866988029277926,0.00205319778420763,0.00959213546733754
0.00833270380128526,0.00644265192381377,-0.000500980545620564,6.97538342498048e-06,0.00560134532280682
-0.0291945041014391,0.0301448533208826,-0.0156810090179312,-0.00713952649424526,-0.00168772018611941
