year,month,rank_EPRD,nstocks,ret_vw
1974,12,9,90,-0.1738
1974,12,10,86,-2.2196
1975,1,1,81,7.2066
1975,1,2,83,10.5346
1975,1,3,77,17.4343
1975,1,4,83,12.8820
1975,1,5,83,15.3438
1975,1,6,89,15.4946
1975,1,7,94,12.5782
1975,1,8,92,21.3354
1975,1,9,90,12.4964
1975,1,10,85,21.8998
1975,2,1,81,12.0215
1975,2,2,83,8.8295
1975,2,3,77,4.3390
1975,2,4,83,5.4877
1975,2,5,83,7.6886
1975,2,6,89,1.9314
1975,2,7,94,2.2434
1975,2,8,92,4.3042
1975,2,9,90,5.0364
1975,2,10,85,3.7500
1975,3,1,81,2.9703
1975,3,2,83,-0.5405
1975,3,3,77,0.5335
1975,3,4,83,4.0023
1975,3,5,83,5.3673
1975,3,6,89,3.1670
1975,3,7,94,3.1032
1975,3,8,92,7.4961
1975,3,9,90,1.1890
1975,3,10,84,6.2676
1975,4,1,81,3.6308
1975,4,2,83,4.3563
1975,4,3,77,3.4540
1975,4,4,83,4.2483
1975,4,5,83,8.1955
1975,4,6,89,6.4447
1975,4,7,94,8.3900
1975,4,8,92,5.4760
1975,4,9,90,2.4239
1975,4,10,83,4.3846
1975,5,1,81,7.0804
1975,5,2,83,6.4300
1975,5,3,77,6.6513
1975,5,4,83,5.5482
1975,5,5,83,3.4244
1975,5,6,89,6.1538
1975,5,7,94,5.4340
1975,5,8,92,4.5005
1975,5,9,90,2.4473
1975,5,10,83,2.3599
1975,6,1,81,2.4912
1975,6,2,83,3.0457
1975,6,3,76,6.1766
1975,6,4,83,7.6059
1975,6,5,83,4.2808
1975,6,6,89,6.3035
1975,6,7,94,4.7652
1975,6,8,92,8.6937
1975,6,9,89,5.6617
1975,6,10,84,8.5113
1975,7,1,84,-9.9929
1975,7,2,83,-8.5608
1975,7,3,89,-5.9622
1975,7,4,91,-6.8228
1975,7,5,90,-3.7057
1975,7,6,95,-4.1221
1975,7,7,100,-4.7462
1975,7,8,101,-5.4676
1975,7,9,93,-1.9508
1975,7,10,93,-4.5119
1975,8,1,84,-3.5732
1975,8,2,83,-1.3143
1975,8,3,89,-1.9696
1975,8,4,91,-0.2665
1975,8,5,90,-0.5053
1975,8,6,94,-0.6853
1975,8,7,99,-1.2084
1975,8,8,101,-1.8268
1975,8,9,92,-2.2922
1975,8,10,93,2.9001
1975,9,1,84,-3.7432
1975,9,2,83,-1.5467
1975,9,3,89,-2.6555
1975,9,4,91,-3.6791
1975,9,5,90,-3.7618
1975,9,6,94,-4.6865
1975,9,7,98,-3.5082
1975,9,8,101,-4.2576
1975,9,9,92,-1.5964
1975,9,10,93,-3.6816
1975,10,1,84,9.9258
1975,10,2,83,8.4073
1975,10,3,89,3.9690
1975,10,4,90,7.7620
1975,10,5,90,6.1082
1975,10,6,94,2.5020
1975,10,7,99,5.7892
1975,10,8,100,3.7991
1975,10,9,91,5.8289
1975,10,10,93,-0.8139
1975,11,1,84,4.5018
1975,11,2,83,3.8292
1975,11,3,89,0.9824
1975,11,4,90,3.8660
1975,11,5,90,3.8503
1975,11,6,94,2.1910
1975,11,7,98,-0.3467
1975,11,8,100,2.2750
1975,11,9,91,2.7943
1975,11,10,93,2.2255
1975,12,1,83,-4.1665
1975,12,2,83,-1.0094
1975,12,3,89,0.0181
1975,12,4,91,-2.3102
1975,12,5,89,-0.8605
1975,12,6,94,0.2873
1975,12,7,98,-0.0615
1975,12,8,101,-0.7624
1975,12,9,90,0.7567
1975,12,10,93,0.8616
1976,1,1,82,9.3700
1976,1,2,82,10.3864
1976,1,3,89,11.8096
1976,1,4,87,14.2213
1976,1,5,86,10.7516
1976,1,6,92,14.7784
1976,1,7,95,13.7910
1976,1,8,100,20.3195
1976,1,9,89,11.9884
1976,1,10,91,19.3820
1976,2,1,83,-5.4156
1976,2,2,82,-1.3601
1976,2,3,89,-0.5658
1976,2,4,87,0.8059
1976,2,5,87,-0.8234
1976,2,6,92,0.2950
1976,2,7,95,3.1110
1976,2,8,100,3.6986
1976,2,9,88,2.9503
1976,2,10,91,2.9738
1976,3,1,84,5.2493
1976,3,2,83,3.6883
1976,3,3,87,0.6854
1976,3,4,90,1.3109
1976,3,5,88,4.7176
1976,3,6,94,2.5236
1976,3,7,97,4.2101
1976,3,8,99,1.1787
1976,3,9,89,2.7046
1976,3,10,91,0.3649
1976,4,1,84,-3.3660
1976,4,2,82,-1.5985
1976,4,3,87,0.9469
1976,4,4,90,-1.2244
1976,4,5,88,-2.3179
1976,4,6,94,0.6827
1976,4,7,97,-0.3314
1976,4,8,99,0.0805
1976,4,9,89,1.1134
1976,4,10,91,0.0619
1976,5,1,84,-2.3891
1976,5,2,82,1.7904
1976,5,3,89,0.4810
1976,5,4,91,-1.2838
1976,5,5,89,-2.6572
1976,5,6,94,-0.5365
1976,5,7,98,1.4258
1976,5,8,101,-0.7208
1976,5,9,87,-1.3419
1976,5,10,90,0.2927
1976,6,1,84,4.5963
1976,6,2,83,5.9491
1976,6,3,89,5.7781
1976,6,4,90,1.9712
1976,6,5,89,2.3578
1976,6,6,93,5.0797
1976,6,7,98,2.6792
1976,6,8,100,4.2975
1976,6,9,87,3.8747
1976,6,10,89,7.3398
1976,7,1,91,0.0371
1976,7,2,86,-0.4894
1976,7,3,98,-0.0300
1976,7,4,91,-1.9345
1976,7,5,99,-0.9717
1976,7,6,109,-2.3805
1976,7,7,112,-0.5375
1976,7,8,100,-1.9330
1976,7,9,103,-0.1098
1976,7,10,98,-0.3808
1976,8,1,87,-0.2566
1976,8,2,83,1.3249
1976,8,3,92,0.0062
1976,8,4,89,0.2781
1976,8,5,93,-0.1842
1976,8,6,101,2.6250
1976,8,7,105,-1.8516
1976,8,8,92,-2.2186
1976,8,9,94,1.6254
1976,8,10,94,-3.1856
1976,9,1,87,2.6498
1976,9,2,83,2.6674
1976,9,3,92,2.6059
1976,9,4,89,0.6567
1976,9,5,93,5.6923
1976,9,6,101,1.3524
1976,9,7,105,4.2956
1976,9,8,92,1.6304
1976,9,9,94,2.9298
1976,9,10,93,1.8818
1976,10,1,90,-3.2795
1976,10,2,86,-3.6197
1976,10,3,98,-2.7141
1976,10,4,91,-2.1013
1976,10,5,98,-1.9882
1976,10,6,105,-0.6844
1976,10,7,112,-1.0355
1976,10,8,96,-3.3337
1976,10,9,102,0.2913
1976,10,10,95,-4.5338
1976,11,1,90,-3.1277
1976,11,2,86,0.7729
1976,11,3,98,-0.2490
1976,11,4,91,0.4982
1976,11,5,98,1.4941
1976,11,6,105,2.6576
1976,11,7,111,0.4848
1976,11,8,96,-0.7702
1976,11,9,100,1.6610
1976,11,10,95,1.2719
1976,12,1,91,3.7613
1976,12,2,86,3.3130
1976,12,3,98,6.9295
1976,12,4,91,5.1713
1976,12,5,99,6.3219
1976,12,6,109,4.7669
1976,12,7,111,5.7224
1976,12,8,98,6.8976
1976,12,9,101,6.0030
1976,12,10,96,6.2924
1977,1,1,91,-8.4264
1977,1,2,86,-3.7817
1977,1,3,98,-2.8208
1977,1,4,91,-5.9167
1977,1,5,99,-2.3265
1977,1,6,109,-4.5907
1977,1,7,109,-5.3247
1977,1,8,97,-1.4182
1977,1,9,98,-1.6906
1977,1,10,96,-1.8192
1977,2,1,91,-0.7693
1977,2,2,86,-0.3105
1977,2,3,98,-2.7078
1977,2,4,91,-2.1999
1977,2,5,99,-1.8123
1977,2,6,109,-1.3595
1977,2,7,109,-1.1741
1977,2,8,96,-2.5831
1977,2,9,97,-0.8385
1977,2,10,94,-1.1400
1977,3,1,91,-1.6986
1977,3,2,86,0.1980
1977,3,3,98,-0.0519
1977,3,4,90,-2.7260
1977,3,5,99,-0.5758
1977,3,6,109,-1.0972
1977,3,7,109,-2.1619
1977,3,8,97,-1.6448
1977,3,9,100,-1.7428
1977,3,10,93,-1.2810
1977,4,1,91,-1.3631
1977,4,2,86,-3.4487
1977,4,3,98,2.9311
1977,4,4,90,-0.7073
1977,4,5,99,2.3039
1977,4,6,109,0.4310
1977,4,7,109,1.5579
1977,4,8,95,0.8623
1977,4,9,100,1.2128
1977,4,10,94,1.3599
1977,5,1,91,-1.3445
1977,5,2,86,-2.2493
1977,5,3,98,1.0815
1977,5,4,91,-2.8761
1977,5,5,99,-1.6485
1977,5,6,109,-1.7021
1977,5,7,109,-3.0580
1977,5,8,94,-2.0228
1977,5,9,101,-0.1858
1977,5,10,93,-4.2703
1977,6,1,91,7.1502
1977,6,2,86,6.9081
1977,6,3,98,4.0772
1977,6,4,91,5.0317
1977,6,5,99,4.7424
1977,6,6,109,4.1834
1977,6,7,109,3.2984
1977,6,8,92,3.6586
1977,6,9,101,2.5366
1977,6,10,92,2.2019
1977,7,1,100,0.0039
1977,7,2,98,-0.8909
1977,7,3,109,-1.5192
1977,7,4,105,-0.3280
1977,7,5,104,-2.1539
1977,7,6,134,-2.8412
1977,7,7,114,-2.9569
1977,7,8,116,-2.7950
1977,7,9,114,-1.5325
1977,7,10,119,-4.3608
1977,8,1,100,2.6326
1977,8,2,97,-0.6274
1977,8,3,109,-2.2113
1977,8,4,105,-1.6912
1977,8,5,104,-2.0068
1977,8,6,134,-2.4581
1977,8,7,113,-4.4792
1977,8,8,116,-1.5602
1977,8,9,113,-3.0855
1977,8,10,119,-1.7276
1977,9,1,100,0.1567
1977,9,2,97,-1.4912
1977,9,3,109,0.5536
1977,9,4,105,0.0818
1977,9,5,104,0.1193
1977,9,6,134,-0.6166
1977,9,7,113,-0.3894
1977,9,8,114,-1.7277
1977,9,9,111,2.8395
1977,9,10,117,0.4246
1977,10,1,100,-4.1689
1977,10,2,97,-2.2583
1977,10,3,109,-4.7531
1977,10,4,105,-4.6400
1977,10,5,104,-3.6676
1977,10,6,132,-4.1127
1977,10,7,112,-3.8464
1977,10,8,114,-3.8726
1977,10,9,111,-5.2764
1977,10,10,117,-3.6864
1977,11,1,100,4.8257
1977,11,2,97,3.2673
1977,11,3,109,4.4036
1977,11,4,105,3.8377
1977,11,5,104,4.2518
1977,11,6,132,4.6257
1977,11,7,112,4.2415
1977,11,8,114,4.6693
1977,11,9,110,1.9165
1977,11,10,117,2.4339
1977,12,1,100,0.6716
1977,12,2,97,2.1645
1977,12,3,109,-0.3901
1977,12,4,105,1.3447
1977,12,5,104,-0.9823
1977,12,6,132,1.5987
1977,12,7,112,-0.3625
1977,12,8,114,2.1720
1977,12,9,110,1.6088
1977,12,10,117,-0.3020
1978,1,1,100,-5.3864
1978,1,2,97,-4.4698
1978,1,3,109,-6.2291
1978,1,4,105,-6.1757
1978,1,5,103,-7.1284
1978,1,6,130,-5.8511
1978,1,7,112,-6.9257
1978,1,8,113,-5.3546
1978,1,9,109,-4.6974
1978,1,10,117,-5.1828
1978,2,1,100,-2.2049
1978,2,2,97,-2.3123
1978,2,3,109,-0.7391
1978,2,4,104,-2.4210
1978,2,5,103,-2.1704
1978,2,6,129,-1.6731
1978,2,7,110,-2.4481
1978,2,8,112,-2.2027
1978,2,9,107,2.6444
1978,2,10,116,-0.3160
1978,3,1,100,3.3116
1978,3,2,97,-0.7684
1978,3,3,109,3.0935
1978,3,4,104,3.7450
1978,3,5,103,2.1792
1978,3,6,129,4.2234
1978,3,7,110,4.8829
1978,3,8,112,4.1449
1978,3,9,107,2.5934
1978,3,10,116,6.0848
1978,4,1,100,9.4850
1978,4,2,97,9.4915
1978,4,3,109,9.7133
1978,4,4,104,8.8802
1978,4,5,103,8.8173
1978,4,6,128,7.0675
1978,4,7,109,7.2121
1978,4,8,112,9.0951
1978,4,9,106,3.6869
1978,4,10,117,6.7189
1978,5,1,100,4.2037
1978,5,2,97,1.5685
1978,5,3,109,1.5381
1978,5,4,104,2.6403
1978,5,5,103,-0.1747
1978,5,6,129,2.2157
1978,5,7,108,-0.1389
1978,5,8,112,3.3493
1978,5,9,105,0.2494
1978,5,10,116,0.2466
1978,6,1,100,0.1728
1978,6,2,97,-0.7703
1978,6,3,109,-1.2066
1978,6,4,104,-1.4925
1978,6,5,103,-2.6819
1978,6,6,128,-1.4807
1978,6,7,107,-1.7419
1978,6,8,111,-2.3282
1978,6,9,105,-2.7005
1978,6,10,112,-3.2837
1978,7,1,104,6.0585
1978,7,2,104,7.1753
1978,7,3,111,4.8664
1978,7,4,114,6.8650
1978,7,5,113,5.0200
1978,7,6,129,5.8405
1978,7,7,116,4.8809
1978,7,8,116,5.7688
1978,7,9,124,2.7598
1978,7,10,116,6.4341
1978,8,1,104,1.2090
1978,8,2,104,5.1780
1978,8,3,111,3.3799
1978,8,4,114,2.0550
1978,8,5,113,2.6510
1978,8,6,126,3.3541
1978,8,7,114,3.8367
1978,8,8,116,6.4521
1978,8,9,123,4.4540
1978,8,10,116,2.2169
1978,9,1,104,-2.6245
1978,9,2,104,-2.1381
1978,9,3,111,-0.1379
1978,9,4,114,-0.7937
1978,9,5,113,1.2810
1978,9,6,125,-1.2517
1978,9,7,114,1.1790
1978,9,8,116,-1.4460
1978,9,9,124,1.8984
1978,9,10,114,0.0021
1978,10,1,104,-9.1950
1978,10,2,104,-7.2659
1978,10,3,111,-10.7681
1978,10,4,114,-9.1288
1978,10,5,113,-9.5107
1978,10,6,126,-10.2357
1978,10,7,115,-11.3242
1978,10,8,116,-13.7314
1978,10,9,125,-8.0648
1978,10,10,114,-11.7211
1978,11,1,104,2.8079
1978,11,2,104,2.9280
1978,11,3,110,3.3598
1978,11,4,113,3.9340
1978,11,5,113,2.8813
1978,11,6,125,5.5599
1978,11,7,115,2.6436
1978,11,8,116,2.9957
1978,11,9,124,3.2809
1978,11,10,113,1.1931
1978,12,1,104,3.2642
1978,12,2,104,4.6403
1978,12,3,110,1.0339
1978,12,4,113,1.4245
1978,12,5,112,1.7135
1978,12,6,125,0.1378
1978,12,7,115,-0.3647
1978,12,8,115,0.8831
1978,12,9,122,0.3556
1978,12,10,113,-1.9791
1979,1,1,104,1.3172
1979,1,2,104,3.4371
1979,1,3,111,3.9046
1979,1,4,113,4.8287
1979,1,5,112,6.5300
1979,1,6,125,6.0763
1979,1,7,115,6.1548
1979,1,8,114,6.5821
1979,1,9,122,4.6676
1979,1,10,111,7.3026
1979,2,1,104,-5.3036
1979,2,2,104,-2.9752
1979,2,3,111,-3.1164
1979,2,4,113,-3.3999
1979,2,5,111,-0.7278
1979,2,6,124,-3.2980
1979,2,7,114,-1.6902
1979,2,8,112,-3.3140
1979,2,9,121,-0.5675
1979,2,10,108,-3.2386
1979,3,1,104,3.9670
1979,3,2,104,5.7618
1979,3,3,111,4.4068
1979,3,4,112,6.3766
1979,3,5,111,4.9777
1979,3,6,123,6.2003
1979,3,7,112,8.0613
1979,3,8,111,9.4139
1979,3,9,120,4.4968
1979,3,10,107,8.7480
1979,4,1,104,0.4545
1979,4,2,104,-0.2860
1979,4,3,111,-0.1844
1979,4,4,112,0.2079
1979,4,5,111,1.0629
1979,4,6,122,1.2040
1979,4,7,112,2.4252
1979,4,8,111,0.0869
1979,4,9,120,-1.3491
1979,4,10,108,0.4035
1979,5,1,104,-2.5279
1979,5,2,104,-1.6598
1979,5,3,111,-0.8624
1979,5,4,112,-0.9447
1979,5,5,111,-2.2097
1979,5,6,122,-1.8726
1979,5,7,111,-3.2809
1979,5,8,111,-1.0272
1979,5,9,118,-0.9825
1979,5,10,108,0.5704
1979,6,1,104,4.2857
1979,6,2,104,1.9610
1979,6,3,111,4.2732
1979,6,4,111,2.8298
1979,6,5,110,5.8356
1979,6,6,122,4.7330
1979,6,7,109,6.1561
1979,6,8,110,6.4829
1979,6,9,118,3.7148
1979,6,10,107,3.4795
1979,7,1,110,1.0008
1979,7,2,115,-0.9166
1979,7,3,115,2.7796
1979,7,4,123,2.1938
1979,7,5,119,1.2670
1979,7,6,131,0.0688
1979,7,7,122,2.1497
1979,7,8,127,3.3984
1979,7,9,123,1.5793
1979,7,10,124,1.6085
1979,8,1,110,8.3917
1979,8,2,114,4.1278
1979,8,3,115,5.3152
1979,8,4,123,6.8265
1979,8,5,119,6.6091
1979,8,6,128,5.9092
1979,8,7,122,9.4035
1979,8,8,126,7.3882
1979,8,9,122,4.1227
1979,8,10,122,5.8082
1979,9,1,110,-1.9911
1979,9,2,114,-0.2420
1979,9,3,115,-0.5006
1979,9,4,123,0.4404
1979,9,5,118,2.6062
1979,9,6,127,-0.8447
1979,9,7,121,2.4320
1979,9,8,126,1.3005
1979,9,9,121,-0.6647
1979,9,10,122,1.3588
1979,10,1,110,-6.4358
1979,10,2,115,-6.4191
1979,10,3,114,-5.9951
1979,10,4,123,-4.8982
1979,10,5,118,-7.2097
1979,10,6,126,-6.0745
1979,10,7,120,-7.4539
1979,10,8,125,-5.5277
1979,10,9,121,-5.4489
1979,10,10,120,-11.1170
1979,11,1,110,6.0360
1979,11,2,115,4.7414
1979,11,3,114,6.2134
1979,11,4,123,6.9054
1979,11,5,118,5.4895
1979,11,6,126,5.4004
1979,11,7,120,6.8271
1979,11,8,124,8.2689
1979,11,9,120,4.5865
1979,11,10,120,1.7927
1979,12,1,110,2.4055
1979,12,2,115,0.1199
1979,12,3,115,2.4965
1979,12,4,123,1.2385
1979,12,5,116,3.5307
1979,12,6,126,2.4634
1979,12,7,121,3.8402
1979,12,8,123,4.8641
1979,12,9,119,0.8839
1979,12,10,121,2.9524
1980,1,1,110,2.1091
1980,1,2,115,6.9787
1980,1,3,115,5.5637
1980,1,4,123,6.8352
1980,1,5,116,6.5713
1980,1,6,126,5.9470
1980,1,7,119,12.1346
1980,1,8,121,13.3789
1980,1,9,118,2.9525
1980,1,10,119,9.8101
1980,2,1,110,-5.1046
1980,2,2,115,-0.1958
1980,2,3,115,-0.9935
1980,2,4,122,3.0609
1980,2,5,115,5.1349
1980,2,6,125,-0.5145
1980,2,7,119,2.9129
1980,2,8,118,-0.6010
1980,2,9,113,2.6123
1980,2,10,119,-3.3849
1980,3,1,110,-3.6219
1980,3,2,115,-10.2816
1980,3,3,115,-10.1815
1980,3,4,122,-10.7371
1980,3,5,114,-12.9096
1980,3,6,125,-10.3746
1980,3,7,117,-15.2177
1980,3,8,116,-16.5268
1980,3,9,113,-9.7485
1980,3,10,118,-13.7551
1980,4,1,110,5.1188
1980,4,2,115,3.7313
1980,4,3,115,4.7238
1980,4,4,122,4.2608
1980,4,5,113,6.8506
1980,4,6,125,6.2503
1980,4,7,116,4.7349
1980,4,8,115,4.2418
1980,4,9,110,5.1620
1980,4,10,117,1.5384
1980,5,1,110,6.7417
1980,5,2,115,5.2395
1980,5,3,115,6.1727
1980,5,4,121,4.5857
1980,5,5,113,4.4028
1980,5,6,125,4.9039
1980,5,7,116,5.8044
1980,5,8,114,5.8560
1980,5,9,108,5.2934
1980,5,10,119,4.8640
1980,6,1,110,1.4325
1980,6,2,115,3.8010
1980,6,3,115,5.2636
1980,6,4,121,4.3660
1980,6,5,114,2.3377
1980,6,6,125,2.7475
1980,6,7,115,4.2526
1980,6,8,112,2.4630
1980,6,9,108,-0.4658
1980,6,10,119,4.1004
1980,7,1,119,10.2905
1980,7,2,120,9.4352
1980,7,3,124,7.1106
1980,7,4,128,4.9608
1980,7,5,123,4.2336
1980,7,6,140,6.2341
1980,7,7,128,4.6361
1980,7,8,125,5.8229
1980,7,9,120,3.6051
1980,7,10,143,10.1846
1980,8,1,119,0.2465
1980,8,2,120,-0.5205
1980,8,3,124,1.4106
1980,8,4,128,0.8669
1980,8,5,122,2.3928
1980,8,6,140,0.4500
1980,8,7,128,3.1669
1980,8,8,125,3.5470
1980,8,9,120,3.6232
1980,8,10,143,3.3499
1980,9,1,119,2.1680
1980,9,2,120,1.2089
1980,9,3,124,1.7088
1980,9,4,128,1.9846
1980,9,5,121,5.6417
1980,9,6,139,2.3881
1980,9,7,128,5.3498
1980,9,8,125,6.2145
1980,9,9,118,0.8785
1980,9,10,143,1.7773
1980,10,1,119,-1.5571
1980,10,2,120,0.0146
1980,10,3,124,3.8113
1980,10,4,128,3.3264
1980,10,5,120,4.5768
1980,10,6,137,3.7864
1980,10,7,126,4.0104
1980,10,8,123,0.6219
1980,10,9,117,-0.0631
1980,10,10,142,-1.5279
1980,11,1,119,7.1878
1980,11,2,120,8.7078
1980,11,3,123,10.0275
1980,11,4,127,12.3497
1980,11,5,121,13.2635
1980,11,6,137,10.6170
1980,11,7,126,15.6599
1980,11,8,123,16.6827
1980,11,9,115,8.4972
1980,11,10,142,8.4459
1980,12,1,119,2.3483
1980,12,2,120,-0.9383
1980,12,3,123,-2.4677
1980,12,4,127,-2.6256
1980,12,5,121,-9.5646
1980,12,6,137,-5.4523
1980,12,7,126,-5.1371
1980,12,8,123,-6.7815
1980,12,9,113,-6.8514
1980,12,10,141,-3.5333
1981,1,1,119,-2.1223
1981,1,2,120,-2.6595
1981,1,3,123,-4.8755
1981,1,4,126,-5.4795
1981,1,5,121,-5.9415
1981,1,6,137,-3.4318
1981,1,7,125,-8.1100
1981,1,8,123,-7.8012
1981,1,9,114,0.1490
1981,1,10,139,-2.5540
1981,2,1,119,3.9475
1981,2,2,120,3.4800
1981,2,3,123,0.1940
1981,2,4,126,1.3043
1981,2,5,121,2.0699
1981,2,6,137,2.0039
1981,2,7,123,0.9556
1981,2,8,122,2.7355
1981,2,9,111,1.3479
1981,2,10,136,3.3083
1981,3,1,119,6.0027
1981,3,2,120,6.2810
1981,3,3,123,0.7908
1981,3,4,126,2.2580
1981,3,5,120,5.6540
1981,3,6,136,1.5497
1981,3,7,120,3.3697
1981,3,8,121,3.6148
1981,3,9,110,1.4637
1981,3,10,137,13.1335
1981,4,1,119,0.9300
1981,4,2,120,0.7244
1981,4,3,123,-2.0913
1981,4,4,126,0.8332
1981,4,5,119,-7.8084
1981,4,6,135,-2.4388
1981,4,7,120,-5.5093
1981,4,8,118,-2.0882
1981,4,9,111,0.0209
1981,4,10,136,-3.1813
1981,5,1,119,2.9952
1981,5,2,120,2.0691
1981,5,3,121,-0.5454
1981,5,4,126,0.0845
1981,5,5,119,-1.8435
1981,5,6,135,-1.2881
1981,5,7,121,-1.6540
1981,5,8,118,-1.5942
1981,5,9,109,3.1633
1981,5,10,133,0.4975
1981,6,1,119,-4.0386
1981,6,2,119,-1.8636
1981,6,3,121,0.0020
1981,6,4,126,-2.2112
1981,6,5,119,3.3072
1981,6,6,134,2.3382
1981,6,7,120,1.0359
1981,6,8,118,0.6602
1981,6,9,108,2.1023
1981,6,10,131,-3.2027
1981,7,1,119,-2.5584
1981,7,2,119,-2.6285
1981,7,3,125,0.2190
1981,7,4,121,-1.6791
1981,7,5,123,2.7263
1981,7,6,144,-0.5290
1981,7,7,132,0.5977
1981,7,8,127,1.8728
1981,7,9,137,4.0977
1981,7,10,135,-0.2502
1981,8,1,119,-5.8303
1981,8,2,119,-5.8849
1981,8,3,125,-3.8989
1981,8,4,120,-3.9405
1981,8,5,122,-4.3457
1981,8,6,142,-5.9095
1981,8,7,131,-7.0760
1981,8,8,127,-7.5345
1981,8,9,135,-3.1139
1981,8,10,135,-7.8333
1981,9,1,119,-0.9065
1981,9,2,119,-5.8067
1981,9,3,125,-5.6665
1981,9,4,118,-4.6919
1981,9,5,122,-7.8514
1981,9,6,142,-7.1205
1981,9,7,129,-8.8083
1981,9,8,126,-7.1579
1981,9,9,133,-4.9807
1981,9,10,133,-9.6150
1981,10,1,119,8.8988
1981,10,2,119,4.8359
1981,10,3,124,2.0592
1981,10,4,118,4.2033
1981,10,5,122,6.7157
1981,10,6,142,5.6379
1981,10,7,129,5.6735
1981,10,8,126,9.0682
1981,10,9,132,4.4665
1981,10,10,131,-1.1280
1981,11,1,119,2.4670
1981,11,2,119,6.2529
1981,11,3,124,6.2014
1981,11,4,118,1.7560
1981,11,5,122,5.3930
1981,11,6,142,5.0543
1981,11,7,129,6.0252
1981,11,8,122,7.0487
1981,11,9,132,3.4765
1981,11,10,131,4.4247
1981,12,1,119,-1.2762
1981,12,2,119,-2.4458
1981,12,3,125,-1.5434
1981,12,4,117,-3.3191
1981,12,5,122,-4.4154
1981,12,6,142,-2.2183
1981,12,7,129,-4.4660
1981,12,8,121,-2.6516
1981,12,9,132,-2.8897
1981,12,10,131,-2.0746
1982,1,1,119,0.7727
1982,1,2,119,-0.5674
1982,1,3,124,0.6293
1982,1,4,117,-0.9918
1982,1,5,122,-5.4718
1982,1,6,142,-0.4621
1982,1,7,128,-3.4577
1982,1,8,119,-6.6490
1982,1,9,131,-2.9618
1982,1,10,127,-6.0131
1982,2,1,119,-3.3235
1982,2,2,118,-3.2955
1982,2,3,124,-4.0751
1982,2,4,117,-1.1116
1982,2,5,122,-6.2933
1982,2,6,142,-4.3221
1982,2,7,126,-4.3355
1982,2,8,119,-8.5369
1982,2,9,129,-6.7333
1982,2,10,126,-5.9421
1982,3,1,119,0.2616
1982,3,2,117,-0.7957
1982,3,3,124,-1.9201
1982,3,4,117,0.0566
1982,3,5,121,-1.7145
1982,3,6,142,1.4665
1982,3,7,125,0.0259
1982,3,8,120,-1.2271
1982,3,9,128,0.3960
1982,3,10,127,0.3365
1982,4,1,119,6.3315
1982,4,2,116,4.6091
1982,4,3,123,4.0703
1982,4,4,117,3.8208
1982,4,5,121,5.9085
1982,4,6,141,4.0940
1982,4,7,122,3.2345
1982,4,8,119,6.3300
1982,4,9,127,-0.1791
1982,4,10,125,2.2480
1982,5,1,119,-4.0949
1982,5,2,117,-3.5020
1982,5,3,123,-3.0998
1982,5,4,117,-3.0634
1982,5,5,121,0.3482
1982,5,6,139,-0.5682
1982,5,7,121,-1.9193
1982,5,8,119,-2.3333
1982,5,9,124,-0.9249
1982,5,10,125,-2.4376
1982,6,1,119,0.9166
1982,6,2,117,-0.5552
1982,6,3,123,-1.9213
1982,6,4,116,-0.8826
1982,6,5,121,-4.5981
1982,6,6,138,-0.6359
1982,6,7,120,-3.1260
1982,6,8,119,-3.8272
1982,6,9,123,-1.9884
1982,6,10,122,-2.0605
1982,7,1,119,-0.1175
1982,7,2,113,-0.2012
1982,7,3,125,1.3009
1982,7,4,121,-2.0284
1982,7,5,124,-7.0594
1982,7,6,150,-1.1682
1982,7,7,128,-3.9844
1982,7,8,131,-5.2462
1982,7,9,127,-1.2520
1982,7,10,134,-4.6830
1982,8,1,119,11.8006
1982,8,2,113,12.4065
1982,8,3,124,11.2535
1982,8,4,121,14.2236
1982,8,5,124,12.8799
1982,8,6,150,14.0153
1982,8,7,128,13.0735
1982,8,8,129,12.9685
1982,8,9,126,11.3413
1982,8,10,132,12.6825
1982,9,1,119,2.1941
1982,9,2,113,1.0617
1982,9,3,123,1.1860
1982,9,4,121,-0.0823
1982,9,5,121,0.7303
1982,9,6,150,0.7076
1982,9,7,127,0.4860
1982,9,8,126,2.1214
1982,9,9,127,0.4464
1982,9,10,132,-0.9446
1982,10,1,119,11.0943
1982,10,2,113,13.5203
1982,10,3,123,8.8886
1982,10,4,121,9.5423
1982,10,5,118,7.7096
1982,10,6,149,13.0914
1982,10,7,127,10.9553
1982,10,8,126,9.9938
1982,10,9,125,7.9813
1982,10,10,131,14.6453
1982,11,1,119,6.5446
1982,11,2,112,5.5546
1982,11,3,123,5.5847
1982,11,4,121,5.1404
1982,11,5,119,1.2134
1982,11,6,150,6.4245
1982,11,7,125,1.3345
1982,11,8,126,-0.9832
1982,11,9,126,4.0943
1982,11,10,130,2.3934
1982,12,1,119,0.3578
1982,12,2,112,2.4809
1982,12,3,123,6.0482
1982,12,4,121,0.4444
1982,12,5,120,2.4743
1982,12,6,150,-1.1503
1982,12,7,125,2.4546
1982,12,8,126,3.0489
1982,12,9,125,0.9974
1982,12,10,131,3.0707
1983,1,1,119,0.7098
1983,1,2,111,5.3062
1983,1,3,122,3.0876
1983,1,4,120,5.2188
1983,1,5,119,4.4394
1983,1,6,149,2.9304
1983,1,7,124,4.3348
1983,1,8,125,3.0320
