year,month,rank_EPRD,nstocks,ret_vw
1983,1,9,123,10.1830
1983,1,10,130,4.2230
1983,2,1,119,3.3997
1983,2,2,111,3.9722
1983,2,3,122,2.3429
1983,2,4,119,2.3185
1983,2,5,119,2.9892
1983,2,6,148,4.9756
1983,2,7,121,0.5090
1983,2,8,123,3.2651
1983,2,9,121,0.7654
1983,2,10,129,0.7888
1983,3,1,119,4.1484
1983,3,2,112,2.0297
1983,3,3,122,3.3916
1983,3,4,120,4.3991
1983,3,5,118,5.2876
1983,3,6,148,1.3796
1983,3,7,120,2.7165
1983,3,8,122,3.3552
1983,3,9,120,0.8702
1983,3,10,130,1.9552
1983,4,1,119,3.6076
1983,4,2,112,4.3683
1983,4,3,121,10.9551
1983,4,4,120,5.5615
1983,4,5,118,7.4668
1983,4,6,147,8.0706
1983,4,7,118,8.9600
1983,4,8,122,7.7788
1983,4,9,119,6.6948
1983,4,10,130,9.6659
1983,5,1,119,-2.3614
1983,5,2,112,1.5339
1983,5,3,121,-1.3762
1983,5,4,120,-0.1018
1983,5,5,118,1.4871
1983,5,6,147,-1.0455
1983,5,7,118,0.3181
1983,5,8,122,3.6422
1983,5,9,119,-0.9135
1983,5,10,130,2.8588
1983,6,1,119,4.5555
1983,6,2,112,4.3139
1983,6,3,121,5.1774
1983,6,4,119,4.0062
1983,6,5,117,2.5384
1983,6,6,148,2.6080
1983,6,7,118,5.0276
1983,6,8,122,4.5183
1983,6,9,118,1.2055
1983,6,10,129,5.6770
1983,7,1,133,-4.2698
1983,7,2,158,-6.2550
1983,7,3,157,0.5136
1983,7,4,153,-1.5114
1983,7,5,161,-1.6687
1983,7,6,185,-2.1078
1983,7,7,153,-4.1785
1983,7,8,151,-4.0913
1983,7,9,161,-2.6391
1983,7,10,149,-1.9668
1983,8,1,133,-0.8937
1983,8,2,158,1.1395
1983,8,3,156,0.6503
1983,8,4,152,0.1416
1983,8,5,160,1.6622
1983,8,6,185,-0.0201
1983,8,7,152,3.8294
1983,8,8,151,2.1204
1983,8,9,161,5.2837
1983,8,10,149,0.1376
1983,9,1,133,3.2100
1983,9,2,158,2.7122
1983,9,3,156,1.6541
1983,9,4,152,3.9530
1983,9,5,159,1.7835
1983,9,6,185,-0.2682
1983,9,7,151,1.2013
1983,9,8,148,-1.7255
1983,9,9,156,-0.3087
1983,9,10,148,1.3638
1983,10,1,132,-1.3635
1983,10,2,157,-2.1304
1983,10,3,156,1.0402
1983,10,4,151,-1.2940
1983,10,5,158,-1.2895
1983,10,6,184,-1.1902
1983,10,7,151,-2.2953
1983,10,8,148,-3.2268
1983,10,9,153,-2.2003
1983,10,10,147,-1.3044
1983,11,1,132,2.1015
1983,11,2,155,4.5532
1983,11,3,156,2.5756
1983,11,4,150,-0.6693
1983,11,5,157,2.5832
1983,11,6,184,3.0997
1983,11,7,150,1.4442
1983,11,8,147,4.4326
1983,11,9,152,3.8660
1983,11,10,147,1.3047
1983,12,1,132,-1.4170
1983,12,2,155,0.0781
1983,12,3,156,-1.2715
1983,12,4,150,0.8114
1983,12,5,157,-2.4188
1983,12,6,184,-2.6627
1983,12,7,150,-0.8007
1983,12,8,147,0.2670
1983,12,9,151,0.5638
1983,12,10,147,0.4212
1984,1,1,132,-3.3094
1984,1,2,154,-3.7773
1984,1,3,156,-0.7818
1984,1,4,148,-2.9343
1984,1,5,156,-1.1886
1984,1,6,183,0.3914
1984,1,7,149,4.4145
1984,1,8,146,-0.7852
1984,1,9,151,6.1172
1984,1,10,146,-1.3797
1984,2,1,132,-3.9089
1984,2,2,153,-5.0762
1984,2,3,156,-4.8308
1984,2,4,148,-2.9304
1984,2,5,156,-4.0902
1984,2,6,183,-4.0736
1984,2,7,147,-3.5041
1984,2,8,142,-4.5791
1984,2,9,149,0.8100
1984,2,10,146,-4.2334
1984,3,1,132,1.6460
1984,3,2,153,2.6169
1984,3,3,155,0.8116
1984,3,4,148,2.3308
1984,3,5,156,0.2878
1984,3,6,181,2.7471
1984,3,7,146,1.0276
1984,3,8,140,3.1548
1984,3,9,146,1.0033
1984,3,10,144,0.9771
1984,4,1,132,1.4353
1984,4,2,153,1.2846
1984,4,3,154,3.8914
1984,4,4,148,0.1294
1984,4,5,156,-0.0579
1984,4,6,180,0.2124
1984,4,7,146,0.5292
1984,4,8,139,0.3189
1984,4,9,145,0.6446
1984,4,10,143,-0.5161
1984,5,1,132,-4.7155
1984,5,2,153,-5.1717
1984,5,3,153,-4.5499
1984,5,4,148,-4.0029
1984,5,5,156,-2.4186
1984,5,6,178,-4.9093
1984,5,7,145,-5.3589
1984,5,8,139,-7.7774
1984,5,9,141,-4.8582
1984,5,10,142,-8.2887
1984,6,1,132,5.4874
1984,6,2,153,3.1958
1984,6,3,153,3.1384
1984,6,4,148,0.4893
1984,6,5,156,2.0168
1984,6,6,176,-0.4974
1984,6,7,145,2.6390
1984,6,8,139,2.0533
1984,6,9,141,1.3777
1984,6,10,140,0.4990
1984,7,1,168,-0.5882
1984,7,2,196,-1.5394
1984,7,3,179,-2.1835
1984,7,4,184,1.4001
1984,7,5,192,-3.2261
1984,7,6,188,-4.3426
1984,7,7,202,-1.2869
1984,7,8,173,-5.5422
1984,7,9,177,-3.7311
1984,7,10,172,-2.3860
1984,8,1,168,8.6552
1984,8,2,196,11.2420
1984,8,3,179,13.1737
1984,8,4,183,11.7953
1984,8,5,190,11.3276
1984,8,6,187,13.5915
1984,8,7,198,9.8784
1984,8,8,173,11.9166
1984,8,9,176,9.8316
1984,8,10,168,11.2103
1984,9,1,168,-1.5957
1984,9,2,195,-2.3181
1984,9,3,178,-0.4555
1984,9,4,183,0.4274
1984,9,5,188,1.1944
1984,9,6,185,1.0539
1984,9,7,196,-1.2211
1984,9,8,170,-0.0258
1984,9,9,175,0.3197
1984,9,10,168,2.3697
1984,10,1,168,1.2060
1984,10,2,195,1.4389
1984,10,3,178,0.6632
1984,10,4,182,1.2528
1984,10,5,188,0.3773
1984,10,6,183,-1.8926
1984,10,7,193,-0.2630
1984,10,8,167,-1.5967
1984,10,9,173,0.2096
1984,10,10,167,-1.9911
1984,11,1,167,-0.6638
1984,11,2,196,-2.0840
1984,11,3,177,-0.4827
1984,11,4,182,-1.8471
1984,11,5,187,-0.2054
1984,11,6,182,0.5137
1984,11,7,189,-0.6178
1984,11,8,166,-0.2588
1984,11,9,169,-1.3882
1984,11,10,166,-1.7370
1984,12,1,167,2.2744
1984,12,2,195,2.8055
1984,12,3,177,2.8787
1984,12,4,181,2.1175
1984,12,5,188,2.7263
1984,12,6,181,0.3833
1984,12,7,186,1.4790
1984,12,8,164,0.4470
1984,12,9,165,1.9353
1984,12,10,165,3.5174
1985,1,1,167,7.6113
1985,1,2,195,10.1298
1985,1,3,177,7.7671
1985,1,4,179,8.3863
1985,1,5,188,5.6650
1985,1,6,181,7.8075
1985,1,7,186,6.5732
1985,1,8,163,7.9174
1985,1,9,165,8.2527
1985,1,10,164,7.1147
1985,2,1,167,3.5373
1985,2,2,195,0.5106
1985,2,3,175,0.6661
1985,2,4,178,1.0458
1985,2,5,186,1.8194
1985,2,6,180,2.6333
1985,2,7,186,1.0782
1985,2,8,160,0.3689
1985,2,9,164,2.6544
1985,2,10,161,0.8144
1985,3,1,167,2.2193
1985,3,2,195,-0.4580
1985,3,3,174,2.1387
1985,3,4,177,-3.4797
1985,3,5,185,0.3176
1985,3,6,177,0.6345
1985,3,7,184,-1.7153
1985,3,8,157,3.6180
1985,3,9,163,1.5310
1985,3,10,158,-0.8151
1985,4,1,166,-1.4664
1985,4,2,193,-1.6777
1985,4,3,174,-0.7829
1985,4,4,177,-0.0387
1985,4,5,184,1.4836
1985,4,6,175,1.7865
1985,4,7,184,-0.7475
1985,4,8,157,-0.5971
1985,4,9,163,-1.6161
1985,4,10,157,-3.0872
1985,5,1,166,7.4004
1985,5,2,192,6.3114
1985,5,3,173,7.5976
1985,5,4,177,3.7038
1985,5,5,183,6.3838
1985,5,6,173,4.9124
1985,5,7,183,5.2243
1985,5,8,158,4.2819
1985,5,9,163,4.4876
1985,5,10,156,5.2338
1985,6,1,165,2.7376
1985,6,2,192,2.3382
1985,6,3,173,1.9390
1985,6,4,177,0.0228
1985,6,5,181,1.0495
1985,6,6,169,2.0399
1985,6,7,181,0.7527
1985,6,8,156,1.1958
1985,6,9,161,1.7922
1985,6,10,155,1.4642
1985,7,1,195,-1.1290
1985,7,2,200,-0.3291
1985,7,3,208,-0.5493
1985,7,4,195,1.9862
1985,7,5,206,-0.0493
1985,7,6,192,0.4093
1985,7,7,218,0.5969
1985,7,8,187,2.2981
1985,7,9,172,-0.2008
1985,7,10,169,-1.6404
1985,8,1,194,0.0232
1985,8,2,200,-0.7138
1985,8,3,207,0.6040
1985,8,4,194,-1.4184
1985,8,5,206,-1.0445
1985,8,6,192,0.4312
1985,8,7,216,-0.0488
1985,8,8,185,0.6888
1985,8,9,170,0.3669
1985,8,10,166,-1.0970
1985,9,1,194,-3.1303
1985,9,2,200,-3.8892
1985,9,3,207,-3.6074
1985,9,4,193,-3.2278
1985,9,5,207,-4.8240
1985,9,6,191,-3.5552
1985,9,7,215,-0.7426
1985,9,8,183,-2.5915
1985,9,9,168,-4.7663
1985,9,10,164,-2.5100
1985,10,1,194,4.3198
1985,10,2,199,4.8033
1985,10,3,206,3.9062
1985,10,4,193,5.4257
1985,10,5,207,3.8543
1985,10,6,190,4.0419
1985,10,7,213,3.7692
1985,10,8,182,3.2777
1985,10,9,167,4.8637
1985,10,10,160,-0.5863
1985,11,1,193,10.2786
1985,11,2,198,7.6752
1985,11,3,205,4.7505
1985,11,4,192,5.8704
1985,11,5,206,6.8862
1985,11,6,189,5.2543
1985,11,7,211,5.9636
1985,11,8,180,7.5762
1985,11,9,165,2.9674
1985,11,10,159,8.5845
1985,12,1,193,4.6148
1985,12,2,198,5.9556
1985,12,3,204,3.4652
1985,12,4,192,6.3569
1985,12,5,203,3.1847
1985,12,6,189,4.1676
1985,12,7,211,2.1144
1985,12,8,179,4.1673
1985,12,9,160,3.0312
1985,12,10,157,4.4549
1986,1,1,194,0.9057
1986,1,2,198,0.9571
1986,1,3,204,-0.1780
1986,1,4,190,-0.4298
1986,1,5,202,1.9638
1986,1,6,188,1.0512
1986,1,7,210,-0.0258
1986,1,8,176,3.7539
1986,1,9,157,-0.1365
1986,1,10,157,-2.0228
1986,2,1,193,8.5472
1986,2,2,198,9.0785
1986,2,3,203,7.8075
1986,2,4,190,4.4306
1986,2,5,201,8.3043
1986,2,6,187,7.7967
1986,2,7,210,9.3924
1986,2,8,174,6.9718
1986,2,9,157,7.0339
1986,2,10,156,6.9644
1986,3,1,193,9.6540
1986,3,2,197,5.0062
1986,3,3,203,5.4557
1986,3,4,190,2.7516
1986,3,5,201,4.1700
1986,3,6,186,4.2575
1986,3,7,207,3.7830
1986,3,8,174,5.7871
1986,3,9,156,2.5771
1986,3,10,154,6.1842
1986,4,1,193,1.1295
1986,4,2,196,-0.9330
1986,4,3,202,-0.1276
1986,4,4,190,0.7736
1986,4,5,198,-1.3771
1986,4,6,184,-1.8810
1986,4,7,206,-2.7791
1986,4,8,172,-3.8119
1986,4,9,154,1.2966
1986,4,10,154,-2.4631
1986,5,1,194,8.1098
1986,5,2,196,4.4782
1986,5,3,201,5.3309
1986,5,4,188,2.8678
1986,5,5,196,4.6017
1986,5,6,181,5.3107
1986,5,7,202,5.2416
1986,5,8,171,4.7413
1986,5,9,148,4.3523
1986,5,10,155,2.9741
1986,6,1,192,5.6422
1986,6,2,196,1.9943
1986,6,3,200,1.3451
1986,6,4,188,-0.9911
1986,6,5,196,1.7573
1986,6,6,179,1.8232
1986,6,7,202,-0.5598
1986,6,8,165,-1.9601
1986,6,9,148,-1.0073
1986,6,10,154,-0.3761
1986,7,1,178,-5.9388
1986,7,2,191,-6.3073
1986,7,3,203,-1.3772
1986,7,4,189,-6.2769
1986,7,5,182,-3.6201
1986,7,6,207,-4.5377
1986,7,7,203,-5.2568
1986,7,8,175,-6.6287
1986,7,9,169,-6.5046
1986,7,10,154,-9.7268
1986,8,1,178,3.4034
1986,8,2,191,5.4751
1986,8,3,201,8.4727
1986,8,4,189,6.4129
1986,8,5,181,8.4389
1986,8,6,206,7.5165
1986,8,7,200,10.1046
1986,8,8,173,9.4252
1986,8,9,167,8.3826
1986,8,10,154,7.2565
1986,9,1,178,-12.4586
1986,9,2,190,-9.5607
1986,9,3,201,-6.3732
1986,9,4,189,-6.2634
1986,9,5,180,-7.0163
1986,9,6,205,-6.5311
1986,9,7,199,-6.6580
1986,9,8,171,-2.3780
1986,9,9,165,-3.0371
1986,9,10,153,-3.3439
1986,10,1,178,8.9637
1986,10,2,189,6.1246
1986,10,3,200,5.3385
1986,10,4,189,1.5248
1986,10,5,177,4.5797
1986,10,6,204,6.9540
1986,10,7,199,6.9198
1986,10,8,169,5.8132
1986,10,9,162,6.0309
1986,10,10,152,5.7934
1986,11,1,178,1.5576
1986,11,2,189,2.9654
1986,11,3,199,2.1963
1986,11,4,189,2.8552
1986,11,5,176,2.7070
1986,11,6,199,1.3062
1986,11,7,196,3.0435
1986,11,8,166,3.6282
1986,11,9,159,0.9099
1986,11,10,150,2.5026
1986,12,1,178,-1.3770
1986,12,2,189,-1.1955
1986,12,3,195,-1.7492
1986,12,4,189,-4.6589
1986,12,5,175,-4.5721
1986,12,6,196,-2.6404
1986,12,7,193,-1.7147
1986,12,8,164,-1.3919
1986,12,9,157,-2.2583
1986,12,10,148,-6.1025
1987,1,1,178,14.8237
1987,1,2,188,13.1590
1987,1,3,193,14.3938
1987,1,4,188,11.3696
1987,1,5,174,11.5684
1987,1,6,187,13.3956
1987,1,7,187,17.8060
1987,1,8,161,14.5167
1987,1,9,151,12.0953
1987,1,10,143,8.3304
1987,2,1,178,6.5086
1987,2,2,187,5.6734
1987,2,3,193,0.9715
1987,2,4,188,5.3769
1987,2,5,174,2.3544
1987,2,6,185,5.5738
1987,2,7,182,4.5664
1987,2,8,160,4.1448
1987,2,9,151,3.5020
1987,2,10,142,1.4088
1987,3,1,178,1.8026
1987,3,2,187,0.6003
1987,3,3,193,3.6949
1987,3,4,187,4.1536
1987,3,5,173,0.8616
1987,3,6,185,2.2685
1987,3,7,181,5.9776
1987,3,8,159,5.1299
1987,3,9,151,5.2955
1987,3,10,141,5.4921
1987,4,1,177,-2.5987
1987,4,2,187,-3.1135
1987,4,3,193,-2.7138
1987,4,4,187,1.6741
1987,4,5,172,-2.7558
1987,4,6,184,-0.8030
1987,4,7,176,1.6727
1987,4,8,159,1.0615
1987,4,9,149,0.9353
1987,4,10,139,4.6711
1987,5,1,177,1.7375
1987,5,2,187,1.9197
1987,5,3,193,0.0952
1987,5,4,186,0.0626
1987,5,5,170,-0.6611
1987,5,6,180,1.2419
1987,5,7,175,-2.9680
1987,5,8,159,2.1337
1987,5,9,147,2.5517
1987,5,10,137,2.6932
1987,6,1,177,6.3445
1987,6,2,187,5.2306
1987,6,3,193,5.6168
1987,6,4,185,3.6791
1987,6,5,170,4.2153
1987,6,6,180,3.9712
1987,6,7,174,4.0993
1987,6,8,158,5.3297
1987,6,9,147,3.3305
1987,6,10,136,3.3310
1987,7,1,161,5.2378
1987,7,2,196,4.9493
1987,7,3,177,4.2977
1987,7,4,172,4.7394
1987,7,5,170,5.4176
1987,7,6,172,1.3494
1987,7,7,205,4.2116
1987,7,8,168,6.7345
1987,7,9,162,6.0218
1987,7,10,154,11.8121
1987,8,1,161,4.9893
1987,8,2,195,4.2131
1987,8,3,177,4.0965
1987,8,4,171,2.1208
1987,8,5,168,2.6638
1987,8,6,168,3.5147
1987,8,7,204,5.1511
1987,8,8,164,3.8163
1987,8,9,161,0.2028
1987,8,10,152,2.5823
1987,9,1,161,-2.1804
1987,9,2,195,-1.2053
1987,9,3,177,-2.1142
1987,9,4,171,-2.6939
1987,9,5,167,-2.5116
1987,9,6,167,-5.5516
1987,9,7,202,-2.0089
1987,9,8,163,-0.0466
1987,9,9,159,-2.0677
1987,9,10,150,-1.5810
1987,10,1,160,-19.8538
1987,10,2,195,-23.1362
1987,10,3,177,-19.8737
1987,10,4,171,-19.8823
1987,10,5,166,-22.0889
1987,10,6,167,-20.3400
1987,10,7,200,-25.1483
1987,10,8,160,-23.7559
1987,10,9,155,-25.8371
1987,10,10,149,-25.1314
1987,11,1,160,-8.6188
1987,11,2,194,-7.1404
1987,11,3,176,-8.4611
1987,11,4,169,-6.0949
1987,11,5,164,-5.6807
1987,11,6,167,-8.0109
1987,11,7,198,-7.7624
1987,11,8,158,-6.9048
1987,11,9,153,-5.7639
1987,11,10,150,-5.9562
1987,12,1,160,7.4146
1987,12,2,194,9.0452
1987,12,3,176,7.1917
1987,12,4,166,7.6026
1987,12,5,163,7.9840
1987,12,6,166,6.1227
1987,12,7,196,9.3931
1987,12,8,156,8.7472
1987,12,9,154,8.4091
1987,12,10,150,6.5849
1988,1,1,160,2.4244
1988,1,2,194,2.7986
1988,1,3,175,5.5583
1988,1,4,166,5.8541
1988,1,5,162,8.1793
1988,1,6,166,2.2698
1988,1,7,195,4.0042
1988,1,8,156,0.4493
1988,1,9,152,2.4355
1988,1,10,148,5.1040
1988,2,1,160,5.0025
1988,2,2,194,5.2095
1988,2,3,175,4.6388
1988,2,4,164,3.4258
1988,2,5,162,5.3281
1988,2,6,166,5.2551
1988,2,7,193,5.6365
1988,2,8,154,6.4178
1988,2,9,149,10.0800
1988,2,10,147,6.2189
1988,3,1,160,-3.1465
1988,3,2,194,-2.7184
1988,3,3,175,-2.1411
1988,3,4,163,-3.5834
1988,3,5,161,0.2936
1988,3,6,166,-2.5892
1988,3,7,192,-3.4248
1988,3,8,153,-0.6260
1988,3,9,146,3.6321
1988,3,10,145,-3.5013
1988,4,1,160,-1.3880
1988,4,2,190,0.2875
1988,4,3,172,2.3825
1988,4,4,163,1.3141
1988,4,5,159,0.9244
1988,4,6,165,3.7875
1988,4,7,191,0.4209
1988,4,8,152,2.6865
1988,4,9,146,2.5777
1988,4,10,145,2.7524
1988,5,1,160,-0.5810
1988,5,2,190,-0.0724
1988,5,3,172,0.3500
1988,5,4,163,1.2578
1988,5,5,158,0.7531
1988,5,6,164,0.0155
1988,5,7,188,-0.2095
1988,5,8,150,0.2967
1988,5,9,144,-0.1558
1988,5,10,143,0.9386
1988,6,1,160,3.6811
1988,6,2,189,4.7786
1988,6,3,172,5.1886
1988,6,4,161,4.4266
1988,6,5,156,4.6958
1988,6,6,160,6.1636
1988,6,7,183,4.9068
1988,6,8,146,5.8482
1988,6,9,141,5.6228
1988,6,10,142,4.9327
1988,7,1,160,0.9406
1988,7,2,184,-1.8463
1988,7,3,168,0.0689
1988,7,4,155,-2.3331
1988,7,5,172,-0.5117
1988,7,6,170,-0.3233
1988,7,7,184,0.3364
1988,7,8,162,-1.1377
1988,7,9,152,-1.7159
1988,7,10,150,0.2507
1988,8,1,160,-1.4404
1988,8,2,183,-2.7467
1988,8,3,168,-2.3588
1988,8,4,154,-2.6602
1988,8,5,171,-3.2025
1988,8,6,169,-5.9772
1988,8,7,182,-2.4698
1988,8,8,158,-4.2719
1988,8,9,152,-1.0858
1988,8,10,150,-4.5686
1988,9,1,160,5.7185
1988,9,2,183,6.1495
1988,9,3,166,2.7899
1988,9,4,153,3.9284
1988,9,5,171,5.0191
1988,9,6,167,2.5681
1988,9,7,180,2.8528
1988,9,8,157,2.3510
1988,9,9,151,3.2015
1988,9,10,147,1.9651
1988,10,1,160,1.0976
1988,10,2,183,1.2451
1988,10,3,165,0.5532
1988,10,4,151,2.9802
1988,10,5,170,1.2119
1988,10,6,166,4.0159
1988,10,7,178,1.4490
1988,10,8,156,2.3462
1988,10,9,149,7.1620
1988,10,10,147,4.6849
1988,11,1,160,-1.8609
1988,11,2,183,-2.3240
1988,11,3,164,-1.4575
1988,11,4,151,-1.7026
1988,11,5,168,-0.8076
1988,11,6,163,-2.3804
1988,11,7,176,-1.3524
1988,11,8,155,-1.3255
1988,11,9,148,0.6482
1988,11,10,144,0.4608
1988,12,1,160,2.8999
1988,12,2,183,2.9439
1988,12,3,163,2.0718
1988,12,4,151,2.0414
1988,12,5,168,3.0781
1988,12,6,162,2.8612
1988,12,7,173,1.3611
1988,12,8,154,1.6517
1988,12,9,145,1.8297
1988,12,10,142,1.3936
1989,1,1,160,6.5415
1989,1,2,183,6.3738
1989,1,3,162,5.5225
1989,1,4,150,6.5503
1989,1,5,167,4.8402
1989,1,6,161,6.0426
1989,1,7,171,5.0929
1989,1,8,153,9.0665
1989,1,9,144,8.7520
1989,1,10,142,7.4915
1989,2,1,160,-2.1664
1989,2,2,183,-2.4058
1989,2,3,162,-3.2814
1989,2,4,149,-3.0339
1989,2,5,166,-0.3206
1989,2,6,158,-3.1909
1989,2,7,171,-0.9356
1989,2,8,151,-2.2860
1989,2,9,142,-0.2965
1989,2,10,142,-3.1133
1989,3,1,160,4.3187
1989,3,2,183,3.2115
1989,3,3,161,0.5907
1989,3,4,149,2.6634
1989,3,5,166,3.0195
1989,3,6,156,-0.6906
1989,3,7,171,1.7541
1989,3,8,150,-1.2618
1989,3,9,141,1.4741
1989,3,10,140,1.8030
1989,4,1,160,6.0737
1989,4,2,183,6.2214
1989,4,3,160,3.7328
1989,4,4,148,4.8383
1989,4,5,166,5.5577
1989,4,6,155,4.9655
1989,4,7,168,4.8361
1989,4,8,150,3.1071
1989,4,9,139,4.0946
1989,4,10,140,4.1732
1989,5,1,160,5.1647
1989,5,2,183,5.3274
1989,5,3,160,5.6198
1989,5,4,148,3.4575
1989,5,5,166,5.6433
1989,5,6,154,2.7155
1989,5,7,168,4.2164
1989,5,8,148,0.5974
1989,5,9,139,1.7162
1989,5,10,139,2.1667
1989,6,1,159,-0.9816
1989,6,2,183,0.2932
1989,6,3,158,0.0587
1989,6,4,145,-0.5427
1989,6,5,166,-1.3961
1989,6,6,152,-0.4058
1989,6,7,166,-2.1251
1989,6,8,148,-0.5061
1989,6,9,138,0.4454
1989,6,10,139,-0.7512
1989,7,1,151,12.2600
1989,7,2,173,9.7623
1989,7,3,168,6.3015
1989,7,4,160,8.1509
1989,7,5,163,7.5392
1989,7,6,159,6.0048
1989,7,7,162,8.3299
1989,7,8,143,5.1533
1989,7,9,142,7.0306
1989,7,10,154,8.4303
1989,8,1,151,-0.5911
1989,8,2,173,1.4695
1989,8,3,168,-0.4985
1989,8,4,160,2.4644
1989,8,5,162,2.0101
1989,8,6,158,2.9487
1989,8,7,161,2.7417
1989,8,8,139,4.3033
1989,8,9,141,6.9360
1989,8,10,154,3.2299
1989,9,1,151,0.4307
1989,9,2,172,-1.2745
1989,9,3,168,0.2506
1989,9,4,158,-0.0781
1989,9,5,160,-3.1124
1989,9,6,157,1.0416
1989,9,7,160,-0.4096
1989,9,8,138,-3.5036
1989,9,9,140,-2.5704
1989,9,10,153,0.1812
1989,10,1,151,0.3707
1989,10,2,171,-1.0690
1989,10,3,168,-0.3549
1989,10,4,158,-2.4316
1989,10,5,159,-4.6713
1989,10,6,156,-2.2199
1989,10,7,158,-2.1985
1989,10,8,138,-4.9238
1989,10,9,138,-6.9778
1989,10,10,150,-3.9448
1989,11,1,151,3.1839
1989,11,2,171,1.6318
1989,11,3,167,3.1443
1989,11,4,158,2.6154
1989,11,5,159,2.5649
1989,11,6,155,1.5710
1989,11,7,157,3.9336
1989,11,8,136,-0.9558
1989,11,9,135,0.8277
1989,11,10,149,1.6872
1989,12,1,151,1.5220
1989,12,2,171,2.2659
1989,12,3,167,2.6087
1989,12,4,157,3.6774
1989,12,5,159,1.8066
1989,12,6,154,2.9755
1989,12,7,155,2.3593
1989,12,8,133,2.1015
1989,12,9,135,2.5497
1989,12,10,148,2.6459
1990,1,1,150,-6.7627
1990,1,2,170,-7.8206
1990,1,3,167,-6.4994
1990,1,4,156,-6.8902
1990,1,5,159,-3.3997
1990,1,6,149,-6.7760
1990,1,7,154,-5.3093
1990,1,8,132,-4.8656
1990,1,9,135,-7.6428
1990,1,10,147,-6.7250
1990,2,1,150,-1.3823
1990,2,2,170,1.2835
1990,2,3,166,0.3805
1990,2,4,156,1.4400
1990,2,5,159,2.4120
1990,2,6,147,2.0277
1990,2,7,151,2.6448
1990,2,8,131,3.1187
1990,2,9,133,2.2122
1990,2,10,146,4.1659
1990,3,1,149,4.4426
1990,3,2,171,3.8758
1990,3,3,166,2.0753
1990,3,4,155,2.6436
1990,3,5,157,2.5089
1990,3,6,146,1.1640
1990,3,7,150,1.6542
1990,3,8,130,1.9436
1990,3,9,132,2.3113
1990,3,10,146,3.0945
1990,4,1,149,0.5726
1990,4,2,171,-1.0732
1990,4,3,166,-1.9575
1990,4,4,153,-3.1731
1990,4,5,156,-1.5772
1990,4,6,146,-4.1692
1990,4,7,148,-5.0081
1990,4,8,129,-4.5528
1990,4,9,131,-4.2283
1990,4,10,145,-5.1104
1990,5,1,149,10.9602
1990,5,2,171,11.2334
1990,5,3,166,7.9680
1990,5,4,153,9.3195
1990,5,5,156,8.6080
1990,5,6,146,7.5543
1990,5,7,148,8.0612
1990,5,8,127,7.4116
1990,5,9,131,6.4104
1990,5,10,145,6.5945
1990,6,1,149,3.2202
1990,6,2,171,1.7844
1990,6,3,165,0.7030
1990,6,4,153,0.3202
1990,6,5,156,-1.3801
1990,6,6,146,-1.8066
1990,6,7,148,-0.6883
1990,6,8,124,-2.8159
1990,6,9,130,-3.3499
1990,6,10,144,-4.2934
1990,7,1,150,-0.2541
1990,7,2,144,0.1787
1990,7,3,171,1.4173
1990,7,4,172,-0.2474
1990,7,5,166,-0.6063
1990,7,6,158,-1.3663
1990,7,7,156,1.2924
1990,7,8,130,0.1197
1990,7,9,138,-3.4602
1990,7,10,151,-0.5905
1990,8,1,150,-9.0318
1990,8,2,144,-8.1856
1990,8,3,171,-7.8633
1990,8,4,171,-10.1567
1990,8,5,165,-10.8596
1990,8,6,158,-7.5679
1990,8,7,155,-6.1286
1990,8,8,129,-8.2498
1990,8,9,138,-9.7128
1990,8,10,149,-9.8938
1990,9,1,150,-5.1422
1990,9,2,144,-3.9293
1990,9,3,170,-3.8946
1990,9,4,171,-5.6981
1990,9,5,163,-5.9124
1990,9,6,158,-1.7817
1990,9,7,154,-2.3648
1990,9,8,126,-7.1628
1990,9,9,137,-5.9877
1990,9,10,148,-6.8261
1990,10,1,150,1.6327
1990,10,2,144,2.5557
1990,10,3,169,-1.0097
1990,10,4,170,4.0724
1990,10,5,163,-1.6608
1990,10,6,158,-0.4486
1990,10,7,154,-5.1105
1990,10,8,124,-2.5986
1990,10,9,136,-0.3474
1990,10,10,148,-1.5686
1990,11,1,150,8.8202
1990,11,2,143,5.8004
1990,11,3,169,7.2359
1990,11,4,170,4.9398
1990,11,5,163,6.7558
1990,11,6,157,4.3981
1990,11,7,152,3.8799
1990,11,8,124,5.1008
1990,11,9,135,6.4053
1990,11,10,148,0.5712
1990,12,1,150,2.8943
1990,12,2,143,4.5949
1990,12,3,169,3.4759
1990,12,4,168,4.8389
1990,12,5,162,3.7601
1990,12,6,157,1.4310
1990,12,7,152,2.2761
1990,12,8,123,-1.1195
1990,12,9,134,1.7113
1990,12,10,148,-1.3617
1991,1,1,150,5.9618
1991,1,2,143,3.4404
1991,1,3,169,2.2763
1991,1,4,168,3.6439
1991,1,5,162,6.5474
1991,1,6,156,5.5724
1991,1,7,149,1.6094
1991,1,8,122,5.8760
1991,1,9,132,7.4053
1991,1,10,147,5.3025
1991,2,1,150,7.9862
1991,2,2,143,10.6691
1991,2,3,169,6.7247
1991,2,4,168,5.3922
1991,2,5,162,6.0061
1991,2,6,155,4.5243
1991,2,7,147,8.1580
1991,2,8,122,9.0155
1991,2,9,133,6.0893
1991,2,10,146,6.9216
1991,3,1,150,5.2257
