RPCA1,RPCA2,RPCA3,RPCA4,RPCA5
-0.105988919,0.028008263,0.021079102,-0.005266625,-0.011859416
0.072640135,0.000648917,0.009152155,-0.004792056,0.020793934
-0.041387375,0.005298684,0.0173449,0.011954836,0.005042816
-0.049116261,-0.013710052,0.017203233,0.011849761,-0.031716498
-0.116294669,0.000923058,-0.001994697,0.003227755,0.002036694
0.011866241,0.01306198,0.014927074,0.006874097,0.007019558
-0.026328025,0.01541761,0.009718246,0.010124361,0.007762678
-0.119644605,-0.015623552,0.005319996,0.003004417,0.00729404
0.042020456,0.013603786,0.003644867,-0.004048871,0.010294413
-0.087194069,0.018061277,0.016054542,0.015342888,0.007786282
0.217130528,0.042308089,-0.001270998,-0.021094137,0.001461926
-0.019560904,0.006632008,0.033557009,0.010710233,0.006191771
-0.036637012,0.023251911,0.014761088,0.006827825,0.007992463
-0.044445211,0.017960662,0.026475812,0.002118099,0.012802162
0.029030368,0.019240265,0.005978496,0.001329996,0.010126023
0.204284583,-0.016801863,-0.011077899,-0.017617675,-0.011844101
0.031554487,-0.009799687,0.009919062,0.01204339,-0.008915129
-0.033686045,0.018019961,0.022968439,0.009861364,-0.001346898
-0.028349017,0.007680264,0.023063294,0.011665216,0.006504638
0.077256505,0.046093127,0.008196529,0.008113354,0.004430413
0.02449946,0.015521158,0.016860358,0.008067035,0.013723682
0.01721221,-0.027650856,0.003066661,-0.008858946,0.005862301
-0.021762663,0.001310737,0.015227415,0.007584795,0.003175312
-0.110355386,0.005804966,0.010856694,0.011307851,0.005433883
0.065153409,0.035654359,0.017346581,0.012291657,0.008311692
0.124664153,0.029927812,0.007657708,-0.001954722,0.002182138
0.06966299,0.015987361,0.008543898,0.001932915,-0.004010433
0.0243956,-0.007721565,0.009153285,0.008616283,0.002709362
0.133010693,0.038709584,0.020943053,0.011331569,-3.74E-06
0.092313664,0.022035107,0.020727935,0.01407449,0.001593924
-0.004837566,-0.026615192,0.001493445,0.000941345,0.008780751
0.080031851,0.029536369,0.008543497,0.007842446,-0.00088562
0.005821017,0.015858057,0.018705579,0.016636646,0.0045782
-0.163505383,0.009068675,0.007838287,0.004353386,-0.003103607
0.091111596,0.066893144,0.012197967,-0.019914668,-0.00266864
-0.142421498,-0.041616933,0.001172597,-0.01507108,0.015035979
0.074731785,0.043515556,0.00737368,0.007714879,0.005033165
0.000257344,0.023903023,0.005178528,0.003916778,-0.006095812
-0.066178646,-0.00625865,0.007439262,0.002081256,0.010839869
0.232968232,0.055617025,0.010950586,0.010439708,-0.007812556
0.124048326,-0.016290847,-0.005211457,-0.00020204,0.005136881
0.032045119,0.001557551,0.011398147,0.015878773,-0.005108143
-0.055309213,-0.000538811,-0.006529453,0.011749893,-7.09E-05
-0.002659217,0.006876299,-0.003128955,-0.000125385,1.09E-05
0.057153151,0.039646681,0.021907555,0.000355302,-0.006073869
0.07157151,0.029360128,0.01378726,0.013069696,0.007461387
0.054064774,0.029193674,0.008935988,-0.005211497,-0.000270094
-0.044610095,-0.009445506,0.005183889,0.010405313,0.008880288
-0.550449361,-0.006412708,-0.031304307,-0.037565945,-0.010435693
-0.11572088,-0.033592832,0.018607567,-0.007702451,0.03210077
0.142195299,0.04598851,0.009352437,0.00787898,0.038568248
0.087673358,0.003151063,0.020133389,-0.011611691,-0.037475277
0.139785528,-0.001416973,0.011743146,-0.008020074,0.021285269
0.028688546,-0.058487563,0.020311481,0.009181855,0.020799518
0.020120179,-0.006323356,0.012370646,0.014120564,0.004338729
-0.029001654,0.024324683,0.006777888,0.001628486,0.000682819
0.118861094,0.008106147,0.007653474,-0.010582934,0.012553163
-0.031297464,-0.006463444,0.009924594,0.010179281,-0.009527357
-0.061840956,-0.010040658,0.011196077,-0.000678272,0.005116535
0.046467736,0.029973442,0.010171063,0.010124024,-0.000624624
-0.012114194,0.036636,0.011534255,0.008735703,-0.003251787
-0.064902223,0.013395996,0.0022323,0.001096729,0.007132633
0.048794335,-0.006236352,0.004705499,0.00491265,0.01531754
0.099671403,0.03425809,0.004436309,0.009523356,-0.010912367
-0.010272971,-0.024869703,0.009612761,-0.000609187,0.017683313
0.029037834,0.005416094,0.010740848,0.015726798,0.001126543
0.074675653,0.033498381,0.008013089,0.001447132,0.009743858
0.064305375,0.018620763,0.002932271,0.003661728,0.006045962
-0.036364913,0.008657653,0.018178617,0.004207362,-0.002889548
0.092715073,0.068015167,0.008138451,0.016667558,-0.002293499
0.038948956,0.008227905,0.005300345,-0.005975697,0.013038348
-0.016708631,-0.005901852,0.00090685,0.012941787,0.00701006
-0.113081614,0.01632638,0.000376144,0.012425667,-0.001350589
0.003310556,0.02236502,0.007070459,0.007767111,0.012364717
-0.000323744,0.030130936,0.008770309,0.004019032,0.00871253
-0.168212116,-0.021476741,-0.008374161,-0.00214488,-0.012476234
0.037199656,-0.001070075,-0.001746356,-0.001476561,0.011531617
0.045301724,-0.000770761,-0.001357956,0.004870154,0.014563482
-0.081813879,-0.012690206,-0.007107698,0.013977865,0.000208522
0.141432437,0.05807799,-0.005646486,0.007443734,0.012186144
-0.014029701,-0.012197495,0.006886695,0.015232577,0.007292676
-0.078705901,0.023171645,0.013840726,0.019307724,0.001520405
-0.245144105,0.003615525,-0.00188607,0.005550046,0.009398333
-0.171243437,0.016294134,0.010257875,0.024379725,0.004560268
-0.102585701,0.042524767,0.006125445,0.017485965,0.002203574
0.137088202,0.045545473,-0.008125468,-0.034846012,0.025497605
0.053042364,0.035778688,0.018498113,-0.00137324,0.041539958
0.142251517,-0.020618465,-0.020194922,-0.011753802,-0.005625987
0.194300398,-0.027783321,-0.001668566,-0.009642677,-0.022595412
0.098285112,-0.030705941,0.007562145,0.019253533,0.00391921
0.001976471,-0.001861719,0.014938923,-0.00197595,-0.005853032
0.075626243,0.022555616,0.007539007,0.003086381,0.01182364
-0.09731646,-0.013227163,0.011702455,-0.000829819,0.00659888
0.07261731,0.028044569,0.003186085,0.009701075,0.010952266
0.053004591,0.003462367,-0.00040881,0.003071112,0.01402763
-0.013241596,-0.021500161,0.004571265,0.005824438,0.004662754
0.035404761,-0.006610148,0.001349493,0.011827784,0.001305729
-0.088550977,-0.013152606,0.00231364,0.004024162,-0.008190955
0.168061137,0.086192694,0.007365419,0.018544241,0.035080988
0.113348654,-0.118866786,-0.000492476,0.007940198,-0.029910194
0.0549673,-0.014991646,0.017325821,0.009610552,-0.007156693
-0.060226611,0.003016008,0.023515865,0.005044886,-0.005551259
-0.039343503,0.063585435,0.021321491,-0.006757712,-0.012022082
0.006009821,0.003406158,0.005979276,-0.003680811,0.001217269
-0.072999759,0.024699303,0.012712217,-0.003486398,0.003533913
0.065772357,0.02773202,0.010951076,0.001879853,0.006544715
-0.058654108,0.000523772,0.007498965,-0.003034003,0.004064674
0.02971441,0.006098119,0.008122013,0.006858056,0.014630336
0.04811648,-0.00572218,-0.003928883,-0.000247318,0.022044326
0.125997196,-0.027272474,-0.006185088,0.005358148,0.001691012
0.057341063,-0.00501298,0.02558602,0.013844897,0.011499231
0.056214185,-0.021789989,0.024455864,0.023322,-0.006059778
-0.025976331,0.038291292,0.037801445,0.014257142,-0.006486074
0.055504338,0.010046453,0.017414336,0.008802445,0.010927011
-0.059377097,-0.004123237,0.004034452,0.000651294,0.000542868
0.076000851,-0.006475827,-0.019217878,-0.003899128,0.010498412
0.008224001,0.00710759,0.013469269,0.009132689,0.006782485
0.007156067,-0.009959763,0.017978758,0.009379649,0.002874935
0.079727781,0.011917293,0.007713354,0.00803382,0.007800425
0.026223301,-0.025618292,0.003189172,0.011448146,0.012144094
0.040062053,-0.022413305,-0.007992662,0.006108237,-0.016740936
-0.051592935,0.003620923,-0.00872146,-0.005036934,-0.005248847
0.052617461,0.012670552,0.017131529,-0.005379253,0.030690153
0.061969017,-0.001828477,0.005201523,0.009655778,-0.011555753
-0.024073631,-0.023001977,0.001956665,-0.001785784,0.016945646
-0.102349168,-0.006958369,0.003302811,-0.000197371,-0.002558273
0.000853235,0.021805754,0.015651356,0.002326437,0.005782387
-0.013750958,0.016507565,0.002630755,0.003900173,-0.015338868
-0.061381224,-0.000585893,0.016844905,-0.003437494,0.003160241
0.043518197,0.029206275,0.005645791,-0.003017434,0.005097712
0.092765082,0.012398558,-0.007372072,-0.002034335,0.019078303
-0.0216054,-0.034650628,-0.000249208,0.010723298,0.006521421
0.004728368,0.018420673,-0.005828934,0.010349282,-0.006095034
-0.085588103,-0.013782383,-0.007661158,0.002164288,0.000346869
0.015510857,0.018915261,0.018404175,0.007040052,0.026920411
0.011400398,0.014023441,0.007142403,0.004558829,-0.03381031
0.074580853,0.021555743,0.006807573,-0.004945576,0.006796925
0.036085064,0.014698101,-0.003305257,0.001539414,0.003850521
0.037039788,0.005280053,0.011752612,0.012954538,-0.009909592
0.036931725,0.02191578,0.005144777,0.004047101,-0.016243964
0.082330915,-0.01852615,-0.01304465,0.009904452,0.008641474
0.09722686,-0.005178637,-0.011016183,0.004400735,0.014204286
0.033440545,-0.019688791,0.015021199,0.008960106,-0.008964559
0.039539833,0.022960301,0.006442022,0.014773499,-0.014141936
-0.078850491,0.031684305,0.008184052,0.017287918,-0.001733424
0.071395703,0.031079566,0.007797565,-0.008832455,0.009900362
0.024668022,-0.000749512,0.023765399,0.01273035,0.003683407
0.014431098,0.021507837,0.002294736,0.008845216,-0.019615073
0.047877905,-0.01023689,-0.00475265,0.000944875,0.010046822
0.033925549,-0.009060354,0.00736783,-0.003116836,0.001066095
0.087237927,-0.043100089,-0.02225659,0.003366978,0.006977751
0.065914709,-0.032552118,-0.004992194,0.018770197,-0.01236223
-0.06134874,0.035777946,0.028895551,0.006509168,-0.007601927
-0.15487012,0.01526912,0.02372605,0.006350112,-0.008697865
0.088700426,-0.00139994,0.003607214,-0.008961238,0.023243353
0.073981425,0.032134713,-0.007786042,0.005568899,0.003707605
-0.016651389,0.035710844,0.03852938,0.020713641,-0.011899068
0.084680457,0.055673979,0.007239655,-0.005253446,-0.014531093
0.007036436,-0.023628233,0.022623066,0.003264735,0.018143815
0.064651998,0.015274743,-0.005391227,0.019476305,-0.032260146
-0.03009883,0.024961766,0.038275155,0.000393573,-0.016482538
-0.095657544,-0.003651413,0.026537587,0.007295355,0.005122311
0.00438694,0.072879614,0.009082038,0.010391524,0.003199999
0.183151251,-0.017847586,-0.016764936,-0.0185094,0.01041386
0.090333831,0.001724896,0.028715641,0.020566247,0.001466823
0.117246368,0.044912095,0.009943762,0.019120277,-0.009817429
0.01571076,-0.072321393,0.005924322,-0.006914268,0.023175776
0.132907641,-0.012299106,0.013315018,0.013108779,-0.009179559
-0.082435018,-0.01438965,0.019692141,0.011863863,-0.009449087
0.00071215,0.056952708,0.021577911,0.011237512,-0.015113268
0.009701091,0.037173297,0.039614676,0.008373573,0.015542258
-0.021043581,0.007074067,-0.010741595,0.006126428,-0.011328216
0.143616028,0.027312683,0.000325299,-0.006001055,0.005256583
0.088036548,0.017423315,0.015606948,0.012043149,-0.005515234
0.0161799,-0.009718918,-0.002183903,0.009229657,-0.010166488
-0.092326079,0.013768179,0.017704364,0.014419928,-0.01050243
0.000644965,0.045314933,-0.007420236,0.03177205,0.009662684
-0.126904224,0.024933383,-0.003883442,0.026681073,-0.017833376
-0.379351429,0.004748147,0.020042443,0.009739162,0.004646175
0.112223469,0.032591989,-0.012429566,-0.008237103,0.014866202
0.103005655,0.054975584,-0.017472535,-0.025332591,-0.012672937
0.117000919,3.43E-05,-0.009284996,0.01770204,-0.016853941
0.094082249,0.045342901,-0.009286248,0.02178345,0.03421472
0.02694439,-0.021121992,-0.053225558,0.03700452,-0.027648783
-0.125787974,0.019160563,0.006691727,0.001393213,-0.022327478
0.009457951,0.053018341,-0.034621119,-0.01270776,0.013114925
0.161003271,-0.014692682,0.002500376,-0.03890446,-0.009362876
0.026805347,-0.036376029,0.018064747,-0.012315933,0.004450668
0.104967981,0.001118649,0.002546229,0.024887655,0.0258163
-0.035858645,-0.037310106,0.015317524,0.020074813,-0.000217832
-0.068275791,0.006587771,-0.00982414,0.027322599,-0.001716126
-0.036546608,-0.023175617,-0.014890892,0.010719248,0.032949291
0.021639788,0.072797882,-0.020087676,0.020836745,-0.006358667
0.110901553,-0.059733348,-0.057994175,0.02251634,0.008098453
0.167612803,-0.034886699,-0.071294327,0.047542265,0.036497144
-0.038432195,-0.089588942,-0.029468389,0.016530821,-0.038567755
0.19203519,-0.162894166,-0.097356347,0.078660497,0.068759697
0.026270777,0.145208095,0.05565457,-0.048984504,-0.049077281
-0.123344403,0.067039897,0.069389525,-0.034119737,0.006364218
-0.090316674,0.041734853,0.036261987,-0.03328651,-0.006083769
0.137171256,-0.088694707,-0.043522341,0.078213717,0.037317581
-0.032003409,0.00530861,0.052672991,-0.002288024,-0.011317893
0.132960556,0.029218651,0.000615395,0.014588783,0.016868381
-0.072418809,0.001613882,0.057541262,0.007122948,0.001781176
-0.079358967,0.052314619,0.043579706,-0.008621603,0.004815278
-0.182450057,0.021038429,0.098084271,-0.002243333,0.005443056
0.098086599,0.050245646,0.075012862,-0.013085056,0.077311237
0.155255898,-0.14425111,-0.093046824,-0.052902669,-0.089526584
-0.122806626,-0.008541759,0.118814272,0.040475478,0.024086736
-0.10475726,-0.0216381,0.062470808,0.038782149,0.020751104
0.152698635,0.027207862,-0.034105677,-0.034973094,0.008710042
0.085603816,-0.054874046,0.020694565,0.024996254,-0.027078117
0.032449173,-0.049681255,0.009878714,-0.001753481,0.025898019
-0.061103138,0.026409854,0.058505522,0.03250146,-0.010172075
-0.084815167,-0.022946853,0.053619765,0.018449963,0.0148628
-0.262456882,0.022069712,0.036782737,0.048517264,-0.012049447
0.114611466,-0.041500777,-0.051429016,-0.042543957,0.009398966
0.161577866,0.012370875,-0.031330043,-0.026084939,-0.00944036
0.107562455,-0.037601064,0.003234472,-0.015862787,0.003719176
-0.013570726,-0.01206051,0.038672061,0.027207449,-0.005834309
-0.050117181,0.029973208,0.070489116,0.022741432,0.020067204
0.146948511,-0.02376767,0.004931271,-0.008675264,0.004645294
-0.015632977,-0.042645051,0.077575789,0.026415099,0.031535222
-0.057445344,0.021556818,0.026825089,0.023803374,-0.010198749
-0.117206113,-0.040400692,0.049948008,0.043222231,0.014308785
-0.247287909,0.033396351,-0.002255963,0.006502748,0.006156971
0.002495734,0.019702839,0.012807432,0.001177103,0.007687364
-0.17888807,-0.037691775,0.024638582,0.021251432,0.031999471
0.098707572,0.043803127,-0.03336542,-0.004903068,-0.022547591
0.184406775,-0.051068158,-0.071131935,-0.049674791,-0.03988572
-0.104675196,-0.005066686,0.05700058,0.023063267,0.016777131
-0.047923853,-0.01840744,-0.005976234,0.006661179,-0.004132023
-0.05611262,0.005565783,-0.001950573,0.00449045,0.003107823
0.018791919,0.000843312,-0.000693076,0.004789327,0.000942881
0.189173317,-0.002428401,-0.018569841,-0.026803541,-0.022020253
0.202578459,-0.046537871,-0.037737098,-0.031076187,-0.029171764
0.047125381,-0.025212055,-0.002783049,0.008302346,-0.018560397
0.103175066,-0.042110144,0.001940273,0.003628829,-0.00341747
0.08928837,-0.009646164,-0.003250996,-0.005390097,0.013629769
-0.022432144,-0.02361067,0.00069405,0.005905187,-0.024991996
0.161605102,0.000621897,0.010467909,0.01280661,0.009904716
0.061648932,-0.013502086,0.015689839,0.006898492,0.004695617
0.061589319,0.022375897,0.014370156,-0.005404498,-0.02484093
0.074648296,-0.028402253,0.00194513,0.015102225,-0.009222596
0.026708343,0.016062791,0.013190859,-0.009091421,-0.000476553
-0.000733587,-0.009472386,0.006195393,-0.005021388,0.013861555
-0.068807912,0.013640701,0.000127248,-0.011499773,-0.011355856
0.025415626,0.016920324,0.001842165,-0.001666757,0.015658063
0.067235751,-0.007623709,0.022454388,0.009506042,0.010965643
-0.119824386,0.022889769,0.018324263,-0.004258833,0.001840503
-0.019692114,0.013695766,0.010288648,-0.003144342,-0.009972506
0.076761669,-0.014982439,0.00491749,0.00915003,0.017429949
0.038695134,0.002494093,7.97E-05,-0.003269526,0.004308989
0.146576869,-0.018425878,0.019034364,0.011461765,0.00611318
0.073642131,0.000848772,-0.006219805,-0.004150787,-0.012077301
-0.067640006,0.009667,0.012347685,0.006985153,0.008283847
0.038140701,0.019906079,0.00733724,0.005040555,0.013838492
-0.045898026,0.014910363,0.011837511,-0.001982329,0.006497059
-0.09966894,0.025577308,-0.002932422,-0.000596061,-0.007183336
0.111299117,-0.004554968,0.004239039,-0.002673182,0.013269994
0.054322916,-0.02230171,0.013183735,0.005622988,0.007029413
0.1139285,-0.011632744,-0.000615546,0.003276502,0.001584768
-0.029988118,0.002476268,-0.001880687,0.003373378,0.000787065
0.00935339,0.005566421,-0.004467205,0.007497112,0.004359072
-0.059180596,0.001623178,0.003097379,-0.000363286,-0.004405032
0.085913516,0.005129588,-0.000648964,-0.005038539,0.005329058
-0.001038744,0.000784838,-0.00515331,-0.002251402,0.001350893
0.126945657,-0.039105641,-0.001880828,0.010437135,0.012433723
-0.008877366,-0.000920224,0.009805774,-0.003245127,-0.008137251
0.06519638,-0.021439138,0.004703234,0.006890587,0.011398903
0.007277444,0.011987594,0.001882097,-7.05E-05,0.001933704
-0.096921437,0.010100189,0.007735853,-0.008969204,-0.006841988
-0.013959959,0.006545288,0.003714326,0.007748971,0.003088978
-0.067290542,0.02288643,0.014958821,0.007183147,-0.020562328
0.04329846,0.001762257,0.003708704,-0.005439682,-0.007128184
0.019059682,0.016910979,0.005269677,-0.000533699,-0.004475011
0.088982449,-0.010584143,0.00242699,0.002609064,-0.001572036
0.049837274,0.006724289,-0.003755758,-0.013766328,0.006825685
0.005304947,0.00095509,0.015077992,0.009205267,-0.013161425
0.035164786,0.011758124,-0.000775525,-0.006112475,0.010777978
-0.013886978,-0.009955681,-0.001220845,-0.010867803,0.009922524
0.014744215,0.007370472,0.002449534,0.00692918,0.008851019
0.050981845,0.030882124,-0.008354363,-0.006799976,0.001300641
0.0710001,0.01663275,0.001400069,-0.006283547,0.008053998
-0.032682772,-0.014608605,-0.001771578,0.006035879,0.002717149
-0.111312039,0.013594104,-0.024483878,0.001427802,0.00700457
0.005488473,0.010229637,0.008426113,0.005001509,0.000396356
0.035620526,0.030279204,-0.010517017,0.011709003,0.001458147
0.03315067,0.014052246,-0.004907568,0.014207837,0.016154759
-0.138901691,0.021463662,0.004095504,0.000822038,0.009865651
-0.020739578,-0.004013158,-0.000192432,0.019376527,0.008437733
-0.129226544,-0.009171941,0.005044639,-0.031861715,-0.006997544
-0.062877644,0.005354151,0.008408629,0.014102745,0.022555145
-0.019319415,-0.001552538,0.025010074,0.019492409,0.009657125
0.088265387,0.041254119,-0.006375143,-0.013951753,0.014822209
0.079498005,-0.00485787,0.002788884,-0.002622695,0.0248285
-0.178541005,-0.017766665,-0.017877753,0.027465655,0.038598692
0.027909465,-0.051303962,0.036684616,0.004389913,-0.010870486
0.061223439,-0.017395227,0.016394431,-0.010863571,0.004636652
-0.202188392,-0.044179327,0.031096709,0.015111309,-0.003162352
-0.416208428,-0.02211741,-0.012653866,0.022133943,0.015283534
-0.230232515,0.026744322,0.001121746,0.009157286,0.024715807
0.086446964,-0.012329833,0.013197609,-0.018109543,0.020271453
-0.179184416,-0.002561749,-0.042931124,-0.020410368,0.01224511
-0.232172108,-0.000527036,-0.015927928,0.009999079,0.034891525
0.21017494,0.004526743,-0.015451406,-0.034066901,-0.039893996
0.347755794,-0.068073227,-0.050062939,-0.1012392,-0.054149122
