RPCA1,RPCA2,RPCA3,RPCA4,RPCA5
0.101454977,-0.008021903,-0.043227465,-0.035720702,-0.063820998
0.029771237,-0.024748445,0.018747821,0.024743795,-0.008015434
0.19639184,0.001898727,0.00614283,-0.012691504,-0.010742386
0.091817121,-0.012910244,-0.028796726,-0.030562468,-0.036879177
0.125350369,-0.010617124,-0.006574708,-0.018972569,-0.000680677
-0.12055816,0.03878213,0.004661313,0.00453466,2.71E-06
0.075384061,0.047302085,-0.001955295,0.00038393,-0.004040113
0.13716609,-0.030232233,0.019313065,0.002212017,0.026541883
-0.064602389,-0.018203968,-0.00325657,-0.012792349,-0.005646692
0.093334471,0.005611173,0.011716569,0.008594995,0.008009344
0.157219465,0.010553475,0.020076259,0.011358688,0.005026741
0.103057265,-0.037061313,0.019619431,0.016304244,-0.000699806
-0.156782048,-0.019086736,-0.009164651,-0.009411087,0.015956091
-0.150078481,0.007207424,-0.010543084,-0.010591586,-0.003292988
0.143185845,0.028430311,0.010281148,0.008658614,0.001828209
-0.133384345,0.01813384,-0.009954089,-0.010013502,0.011222981
0.238947044,0.009256874,0.01849714,0.008484236,0.01429536
0.08097867,0.003911379,0.006280864,0.011382842,-0.008044679
0.058492543,-0.017268342,0.008170318,0.004653628,0.022415968
0.159701343,0.00466321,0.01364644,-0.000297376,-0.015178485
0.019131109,0.03360158,-0.000667344,-0.008179264,0.004442094
0.094316897,0.003757315,0.015463283,0.006563654,0.01270749
0.042825349,-0.009239366,0.01408306,0.003774585,0.019898659
0.050166372,0.020964142,0.004328682,-0.003070876,0.003311689
-0.033802103,0.00682465,0.001534361,-0.005375184,0.005516973
-0.039719137,0.003538583,0.005647412,0.006380198,0.011272429
-0.068141507,-0.003390165,-0.008221396,0.010280899,-0.008997945
-0.174515863,0.018245262,0.001693111,-0.002968059,5.68E-05
-0.216209038,0.000760884,-0.004066123,0.002683978,-0.007736859
0.292997304,0.021717152,0.024498599,-0.003454291,0.013428922
-0.014194487,0.011013616,0.017666123,0.007337029,0.01164444
0.005235436,0.001435876,0.019290316,0.009694935,-0.008277768
0.144161749,-0.014945361,-0.016328164,-0.01480297,-0.016021485
0.073753022,0.032053005,-0.004017437,-0.005696299,0.004691167
0.050076561,0.006117646,0.012570834,0.0204502,-0.014145452
-0.02799826,0.009791633,0.010320136,0.010878359,0.009184635
-0.144219561,-0.014185705,0.008180697,0.018465552,0.009054976
0.084725793,-0.007585995,0.011204985,0.012322569,-0.015120884
-0.020508585,0.024528973,0.007043368,0.010382693,-0.00233791
0.069234998,0.010317336,-0.000395662,-0.006237168,0.007665384
0.066862687,-0.005877634,0.009681329,0.006445024,-0.012432385
-0.03478,0.016908027,0.014857549,-0.007710215,0.013670261
0.023747427,0.00590822,0.003189849,-0.00480062,0.010285364
0.059523504,-0.009542496,0.009998002,-0.004774274,0.006504632
0.129103575,0.017255973,0.014196632,-0.007983834,-0.000714297
0.021808319,0.009362342,0.01426796,0.004888809,0.003351274
0.093735703,0.005432704,0.011951394,0.005435466,-0.002379173
0.003590966,0.015159758,-0.006656734,0.002776535,-0.01545683
0.091849122,-0.015333282,0.003986144,0.000330061,0.001944436
-0.012612612,-0.019168132,0.011274005,0.004761134,-0.003597515
0.143615873,0.002891518,0.015546896,0.006217617,-0.001155341
-0.053409664,-0.00677819,-0.016738859,-0.004908577,0.004908179
0.113663044,-0.007854627,0.010250965,0.006446107,0.007771064
0.061033527,0.035159939,0.024743973,0.011902573,-0.001272451
0.076858217,-0.015446953,0.014677959,0.018798472,-0.012079884
0.052500744,0.011881899,-0.002373073,-0.004343811,-0.002548257
-0.055064122,-0.023129716,-0.029855547,-0.006783006,-0.00459358
0.099129552,0.016798705,4.96E-05,0.001487479,0.002808692
-0.00035669,0.008556128,0.02798158,0.001527075,-0.012554064
-0.052917184,0.039930329,0.00250945,-0.009817888,-0.004613819
0.018954704,0.030571464,0.004252464,0.00288695,0.003467555
0.092276628,-0.015656496,-0.004288636,-0.006575127,0.008736785
-0.092788096,0.029433789,-0.001937203,0.005091389,-0.005491251
0.094093249,0.016466754,0.007310739,0.001291822,0.008214025
-0.095535605,0.02474187,-0.00798733,0.003336605,-0.006978594
0.08389951,-0.014854334,0.032815473,0.008938511,0.012418008
0.015670411,0.035760971,0.001901111,-0.001853847,-0.000163634
0.036233988,-0.033816156,0.015453347,0.012097444,-0.008486869
-0.072728377,0.010194643,-0.009962124,0.001581117,0.020346901
0.135458411,0.018813487,-0.001238351,-0.016026103,0.000713327
0.013096679,-0.014980437,0.01959807,0.007842019,0.021955953
-0.018324729,0.016494811,-0.017815377,-0.02055817,-0.023592475
0.034297462,0.005748691,0.00682208,0.013708642,0.019093181
-0.003206992,-0.027378872,0.013521804,0.017778217,0.00584572
-0.034195475,0.062150312,0.007169616,0.01983572,0.015269256
-0.108497449,-0.024580207,0.008473155,-0.000282629,0.000441793
-0.109337702,0.029836833,0.029194855,0.023393936,0.010259487
0.125611772,0.036085921,0.006009479,0.001282522,-0.021239927
0.04524791,-0.023796199,0.003092377,0.004915367,0.005852348
-0.088508212,0.0147283,-0.005364391,0.010494082,-0.00281719
-0.172653178,0.025671293,0.02836941,0.010813237,0.004639128
0.010889586,0.00194894,0.007276363,-0.018129271,0.004003669
0.162602503,0.010327708,-0.003456303,-0.025712735,-0.014930862
0.051073487,-0.023752414,-0.022119159,-0.019262612,-0.022357902
0.026115461,0.024050104,0.005932148,0.000994919,0.011995842
-0.01228489,0.00547479,0.013902588,0.016397099,0.002805358
0.107968059,-0.00403301,0.00141719,-0.005970998,0.007416117
0.035994225,-0.02098352,-0.001662113,-0.004760477,-0.008789413
0.030758917,-0.030218263,-0.01588821,0.004480908,-0.015297202
-0.083884025,0.037851637,0.025157249,0.005377431,0.0032285
0.192874037,-0.037054114,0.040462474,0.004901367,0.010439302
0.0412803,-0.007132517,0.02996067,0.019592084,-0.014850108
0.020491938,0.026089568,-0.016390514,-0.012425937,0.003452452
0.040250221,0.02657868,-0.010226529,-0.011502786,-0.011534252
0.006237244,-0.008019618,-0.004188641,0.000809979,-0.006583217
0.01935662,0.0040637,0.00914289,0.007715152,0.002977937
-0.026112216,0.033740169,-0.00804144,0.004546779,-0.00135105
0.05892159,-0.032865818,-0.001271175,-0.000637137,-0.005766587
0.016974881,0.027325973,0.002124922,0.003321733,0.006466231
-0.023177298,0.012903552,-0.008656976,0.006570163,-0.001968538
0.115717055,-0.038900322,0.019117331,0.004995546,-0.008465266
0.018060716,0.033100851,0.015686071,0.014811834,0.009076698
0.066631462,0.011339081,0.008004581,-0.004217017,-0.003748762
0.010583777,0.006333656,-0.014719599,-0.009019809,-0.005851595
0.070331091,0.042129399,-0.005239011,0.014066009,-0.004192058
-0.079363859,-0.01460693,-0.010942238,0.008695277,0.008680045
0.004783437,-0.03161047,0.012577019,-0.000579263,0.009797328
0.015545693,-0.00930574,0.000624115,0.007405241,-0.004298193
0.100424409,-0.035180566,0.001342535,0.021263158,0.006857389
0.017359661,-0.005806765,0.000232694,-0.002765775,-0.006554799
0.034133927,0.035159706,0.014174685,-0.001698446,0.000132375
0.073923496,0.000998671,-0.003847584,0.011100115,0.011569879
-0.03532411,0.02067204,-0.008658221,0.000478717,-0.005508805
-0.203021822,0.009494634,0.009966072,0.000371647,-0.006107078
0.019400679,0.027700504,0.006781032,-0.016524476,0.003970512
-0.235288999,-0.000953119,-0.013281013,0.006270315,0.013494191
0.218651222,0.007748529,-0.000877494,-0.025420209,-0.005023151
0.095344691,-0.007788221,0.003491108,-0.00057581,-0.001368094
-0.030621335,0.032061437,-0.021273749,-0.002486865,-0.006048465
0.063781962,0.03166331,0.018161816,-0.005845848,0.001049515
-0.165068128,-0.005029966,-0.00097043,0.020633347,0.015752274
0.145746943,0.029857932,0.008965357,-0.010590923,0.004765801
0.002608532,0.032552199,0.014732498,0.005896534,0.016345105
-0.107489942,0.018739632,-0.013363348,0.013243733,-0.000370381
0.047709726,-0.002828632,0.03676376,-0.007362484,-0.019936997
0.030253465,0.018782444,0.00436084,0.004448926,0.012395278
0.089163613,-0.003532389,-0.023744302,-0.00805871,-0.009884522
0.07367083,-0.026682958,-0.0156135,-0.008284508,-0.033484943
-0.063007553,0.038441853,-0.015236612,0.01074005,0.006801711
-0.171085057,-0.036196918,-0.044362235,0.001085208,0.000755728
-0.423957137,0.019685595,-0.064996214,0.026524615,0.006116635
0.334760341,-0.011852453,-0.021911064,-0.026796055,-0.03394898
0.134256047,0.010397586,-0.016877296,-0.003554912,0.01307654
0.072604001,-0.036960088,-0.02237661,0.002287573,-0.016726248
0.071539574,0.043374798,-0.003548664,0.014040111,-0.00532524
0.117234691,0.025029428,0.005845353,0.017760995,-0.011727618
-0.068602873,-0.013051316,-0.018818022,-0.000785601,0.004174952
0.027560307,-0.016408165,0.032130812,-0.013296544,0.031783161
0.359970572,-0.038544838,-0.000208588,-0.020531365,-0.033318414
0.155084773,-0.020918143,0.005309895,-0.004061586,0.009821731
0.118724367,-0.129921575,-0.017652812,0.043246328,-0.035882243
0.143403047,-0.024973593,0.032829118,-0.025660359,-0.006143333
0.055581061,0.024556238,0.057622873,0.004197648,-0.021234908
0.055527046,0.05658281,0.015258733,0.001242167,0.003041373
0.028322593,-0.014217483,0.034912234,0.022030867,-0.016343136
0.035084684,-0.007689511,-0.041879478,0.011489327,-0.008037277
-0.047562956,0.058911404,0.022419248,-0.000728131,-0.004041162
0.047240492,0.007509172,8.96E-07,0.009173099,-0.008923431
-0.059229301,-0.019517125,0.008589244,0.002922649,0.010572744
0.08287977,0.058190446,0.008614973,0.014275673,-0.001743478
-0.076931657,0.023609196,0.022154083,0.015851847,0.005832453
0.054276251,0.042751643,0.053890319,-0.002271958,0.002379306
